Name	C0	C1	C2	C3
ERP44	0.4380138796709212	0.7981322873769348	0.314920216901964	0.5949407936850449
FAS	0.0436708697812561	0.5327043768202517	0.0011653693010289109	0.7044669679392961
ICAM1	1.9684726152309925e-21	0.6562792712735682	9.1158613329795e-09	0.9345406646125044
UBE2G2	0.6221227305683728	0.437754548634496	0.49868896288229714	0.49968684827724175
KDELR2	0.7835161844382248	1.0459799333617392	0.8292770554693412	0.9372463913471591
KAT7	0.5907220668948857	0.43581964080142643	0.6498345171459682	0.33896349331516845
SEL1L	0.5347401992615137	0.7993212948879526	0.2948614426809943	0.7621378914889375
ELOF1	0.7444222577025249	0.8114601659910153	0.836354134972654	0.8055441785500036
AP2M1	0.81374987204225	1.0095061084621233	0.9205464039516095	0.9403635338419505
NDUFV1	0.8049698692717653	0.9917304652228879	0.8759359079965229	0.7726868693434144
PRKCSH	0.8580099872243371	1.031718144679401	0.9176370983643036	0.9228820056192979
SMG7	0.727793370461015	0.6978946663419873	0.6749542109804436	0.419947896554754
PSME1	0.7589252582621473	1.1231010851855614	0.8044249998141406	0.8819145230999739
OTUD5	0.6056013951600557	0.6553863608843512	0.5990660682704073	0.6705720282431052
LENG8	0.8293418840066115	0.7954524218415588	0.6020916612937154	0.701032865180514
RBM15	0.29486244872601347	0.3841925556908179	0.45464520337097863	0.09668561850258349
DPF2	0.6047812052569441	0.7098100379598952	0.7709897425004318	0.5474804529422176
RCE1	0.41078513737924377	0.8949507179805041	0.6684207895133	0.3450435970594772
FIBP	0.7363228068706756	0.9017849742001475	0.7982617746013284	0.7998635649461063
NDUFS1	0.7536830097433792	0.6993160633891427	0.7021976936622429	0.6564858079779592
CYB5R4	0.29140102368420884	0.4231798284288019	0.4695224802778219	0.3158196096135387
ANKS3	0.273036775424398	0.2347785165916552	0.2500088879712699	0.24415090302486064
ATXN7L3	0.6927086853565468	0.7254600915575775	0.6505701124439036	0.5874257731251109
CARD10	9.88762685213337e-18	0.8689381823340031	0.24014002768106954	0.31831701841239524
PSME2	0.7274287113052937	1.1073561759810766	0.8211584493267333	0.8861010253599583
PKNOX1	0.33951360433057587	0.17314125477590456	0.26536357033933533	0.21570837060439366
PTEN	0.40350490325951865	0.489154474516688	0.20201568266372508	0.3236411942744449
IFNAR1	0.41669596534345144	0.5044293305555897	0.3325775345069963	0.5570612242273928
SURF1	0.5982843473603839	0.7798453935445064	0.46699640089853733	0.43457526915835176
LSM12	0.5464304772335055	0.7093764401461706	0.7447750277199973	0.5607926025490515
TTL	0.5303361146261614	0.13623678180730295	0.7324492120472704	0.648995005662816
SCAF8	0.5258908013919459	0.40069920642903145	0.5514395170916273	0.35304320925015625
DDX39B	0.3244153893173861	0.22151707171096152	0.33830754295158977	0.18511423348915987
SRSF2	0.8492795432149802	0.9848364493189292	0.9630414895563244	0.840517452815349
NDUFA6	0.7766336158963656	0.8351079695258484	0.8557422210022035	0.7867621157069368
EPHX4	0.0776485535113261	0.22690764223190146	0.13874557387799077	0.07672975634254993
DUS1L	0.8037725384696206	0.9036119939662657	0.7772924693645327	0.5871613705011651
ABHD16A	0.6247552801015281	0.6874796694629319	0.3251616205416629	0.47060935804215537
NXF1	0.6105729954500689	0.5219356870274031	0.611759031822188	0.4866924800404292
FBXW7	0.38584508084417807	0.24189396556839537	0.2668836179084165	0.14453822478445486
USP4	0.41197666167990166	0.33528767984281493	0.25438988165781257	0.5718379166888954
FAM117A	0.2643619409019549	0.1982928014299753	0.29300742648468575	0.06718143258164314
TAF13	0.4778356605629078	0.6943631379378135	0.6248540783438142	0.8867402967482026
CYC1	0.8524448808332882	1.029480122947511	0.9408652396236576	0.8449348338315353
CDCA3	0.28745094962901097	0.7006499404115086	0.9072618014532489	0.5140956368103119
FXR2	0.646631875833492	0.4847269249262997	0.7639092296985849	0.6945584031115833
THOC5	0.3792728665538254	0.2663211590304112	0.6015049717823087	0.4285060848657216
S1PR3	0.03658137830051125	0.12197461760663185	0.127773352330478	0.31556812609804985
SIGLEC15	0.07718030870178964	0.08857142230990919	3.196411906195335e-11	0.2038327935435759
COCH	0.21861784429318962	7.517578759131183e-09	0.960787807772031	1.6888962300683456e-21
QRSL1	0.2823122123131369	0.31229137492752856	0.40961028734752075	0.17655298712706677
EPHA4	0.2216071811814016	0.12785027779641867	0.18993294121083004	0.1971690397108828
MRPS26	0.7947581887826735	0.8429945833128352	0.8827412112931848	0.596277842636499
IL12RB2	0.14202678396647778	0.041992429218796805	0.11010633611823568	0.04738086915735554
ATP5D	0.7585169550475541	0.8819176460354281	0.7705364011929875	0.7161263318170431
CUL5	0.38627357471943286	0.426107259828164	0.4859486403190224	0.343677271058878
SUMO1	0.7771449435306578	0.9103986103687178	0.8692675784960688	0.8319706826694098
AHCTF1	0.4882834422673165	0.5328343948983839	0.76035697625157	0.3329964989501245
GPCPD1	0.421713554309856	0.4432109710898456	0.022172486103503863	0.2516286610163026
GAPDH	0.8914532472532835	1.0877730779383064	0.9674104135042404	0.9528562583828075
SLC38A8	0.0682326651882693	0.015341571011120613	0.03595166792612065	1.542402340636556e-21
DYRK1A	0.5428848217196411	0.3835357393279003	0.4066026589374512	0.2986351061592852
HNRNPA3	0.8646427510717263	0.9978049106264093	0.9769823476301501	0.872801336786782
SLC29A3	0.2726114907294464	0.4658869124851966	0.12429345377843402	0.018723770019046477
SMG6	0.25908538513490037	0.19344325869997023	0.2917389262451572	0.33169605439175914
SMG8	0.4344930923992057	0.3844145935382038	0.5540614982638238	0.42892415964666153
SEH1L	0.5548113183938785	0.6046426822095718	0.9020112132262069	0.43031181876000874
EIF3H	0.7505155572888094	0.9669037640255417	0.8069418613766127	0.7241332655532557
EIF3B	0.828499741580508	1.0049047868655028	0.9397607849345485	0.8776469794357781
QKI	0.0433280015417913	0.18149972183313132	0.4303293210709997	0.6407396203255589
KAT6A	0.5546731900069518	0.25994851326514357	0.5381820492029973	0.18408500567255084
MEX3D	0.38895202354795544	0.44035744787651215	0.5779135719851373	0.3216692885447498
TCP11	0.02394538414706073	0.03120712816738923	0.01663980139428717	0.07387394999988786
SPRY2	0.641107109393162	0.27887070114004225	1.3486333041565008e-12	0.8336182848129353
RUNX2	7.08942160668821e-07	0.29035922501910894	0.08015934850704372	0.3348419400564464
SPRED1	0.3610655914928964	0.2942958328533151	0.0382892097809317	0.5849657195843899
IGFLR1	0.17812597285352083	0.160263639323018	0.2506944671930595	0.09028668918542099
KCNIP4	0.12315000429398748	0.07706882660471422	0.12059472892210857	0.06112378240190821
PGP	0.37834322752489574	0.5235694362635589	0.6460257174640657	0.2525760616096418
OFD1	0.39366894170667377	0.48168938045126547	0.29419832010629565	0.12361027567767907
CDC14A	0.1500390367352055	0.12468923750477649	0.19951980112343565	0.08594279880854987
PPP6R1	0.7409528703072213	0.8333720380023741	0.7657277438398458	0.7267827819583045
CPNE5	0.09216135619585528	0.04760501329545681	0.09231343437735948	0.058091651980574394
ILDR1	0.1064232213431309	0.3000458645008524	9.56685499605541e-22	3.474415955832943e-22
CCNF	0.45926241202149726	0.30764923637276037	0.8886221519774871	0.16228169358667713
MAD2L1	0.7098581735499477	0.7789377161491075	1.0762637256047436	0.6586236941583902
SNRNP70	0.8361965927308553	0.8917009841048601	0.8696765456574831	0.8169034434064666
AGPAT1	0.5583001410640185	0.2575110388730899	0.39059526089991053	0.6509723205122034
TRIM39	0.154725256660831	0.151076194342412	0.18146561923928875	0.12306358866431026
SCN5A	0.09274922414934046	0.018117104075733585	0.15781975108333104	0.04709715440486314
PHGDH	0.6803824425339279	0.3836456612059418	0.8984834437443148	0.507563256320321
CNOT3	0.5134535749713777	0.5199054826660904	0.6673650498065264	0.32521540903435814
METTL4	0.2594223590295703	0.25376322060363943	0.3920866280180071	0.18780921790350785
VMAC	0.2945290411768195	0.1976069196023226	0.08440531580805924	0.13052103711669416
PANK4	0.32656664672837804	0.2513393563734241	0.40123800694197675	0.2157601055543062
SERBP1	0.7725926598864072	0.9015526115905023	0.9623099675857624	0.8108511778633296
NKX2-8	0.00947370039236488	0.12181636026725018	0.1087953043200994	0.019283881471714795
EHMT1	0.5112755708360398	0.5033535044652809	0.5847152907937433	0.20342010699356733
ST6GAL1	0.6100576065176281	0.09614673700224372	0.07045405532926549	0.15945446589895004
GRIK2	0.22484502125789912	1.192316538190678e-21	5.114677971610333e-06	0.20967088684067808
ANAPC2	0.4574652182486423	0.5476336364995389	0.4475372738755167	0.32155392403346605
FNDC3B	0.13248107386947122	0.850366428943709	0.24121154863447059	0.9591843683421919
ZFYVE21	0.4512246854370351	0.9049350584708599	0.4152766884988814	0.6313402977443693
FBXL15	0.5977129998488478	0.48177619389893017	0.2575056472018073	0.2336507946494265
GPRIN3	0.2600986048158416	4.357712729360914e-06	0.10116320783085493	3.999987537790673e-20
AMD1	0.6919316100996031	0.7958015401658756	0.8184019432623646	0.7370161763543182
FASTKD2	0.5315791983814104	0.6435132881240299	0.5742762300376315	0.5184369504842075
CRISP1	0.01599445885929295	0.01686709628864907	0.009224641202227282	0.00870391664491542
NXT2	0.16574093438496548	0.3364986722099446	0.42593257993286093	0.2278823692769
RPUSD1	0.4536627714372348	0.612381991859403	0.6327146920897141	0.3301682333668471
