Name	C0	C1	C2	C3	C4	C5	C6	C7
ERP44	0.6013599350446587	0.44859434510135	0.4148070515296832	0.25502546198146336	0.8347043616354035	0.5699874209287213	0.849743384410806	0.4234835100508477
FAS	0.947979031178772	3.1378506648571667e-21	0.003008422042409871	0.02409631285466378	0.011966382661028287	0.5686453718414092	0.8080909314489196	0.36154860230582814
ICAM1	2.5287386658046637e-10	0.6988122308179175	2.31716644869501e-21	2.4584111733136075e-21	1.8878481882421588e-14	0.27587933036301476	2.578127250705357	8.284208664297047e-12
UBE2G2	0.5589941847415429	0.650057550066095	0.6390660125748724	0.6058351768895387	0.7797022151826123	0.3032232355160475	0.3808415417089749	0.2497628493090295
KDELR2	0.907773514165903	0.783649849637481	0.9244876072810506	0.8208383884725168	1.0136478372009725	0.8838237269331027	1.031333297003644	0.9436925687549215
KAT7	0.3609543649235542	0.5575691876270935	0.6799356454481812	0.7200349245919575	0.7588809833580782	0.27655918833301946	0.19507778012161653	0.48247843204864976
SEL1L	0.9490907536118717	0.3967171968321716	0.3809813885571188	0.39951455958429455	0.9775197616911715	0.4478734380533367	0.9707509446579673	0.38503119186412443
ELOF1	0.7725098138043929	0.7964799749747028	0.9854090316960966	0.7735047928947114	0.8302431610021183	0.7570054472713393	0.6827932896456635	0.8633346527955668
AP2M1	0.9097788411205715	0.8365448783940578	1.040327539115652	0.8847839315881186	1.00426290311777	0.8571232955623734	0.955982424729967	0.9799744616451639
NDUFV1	0.6823723046142062	0.8210360145209377	0.9931777267349489	0.827044657022615	1.0544667978171858	0.8654736387822346	0.8293530877001737	0.8966095533129991
PRKCSH	0.8555172916551594	0.9155125683597862	1.0937485103369544	0.8750843857173636	1.1012868097274193	0.883826282936507	0.9653563173633626	0.8736347680086134
SMG7	0.3843574589269188	0.6897799638908844	0.7470476322610193	0.7147159649548808	1.0374174121544613	0.5251531730207191	0.4061591356545235	0.5623097983014569
PSME1	0.7986546263901952	0.7114155228747818	0.9664995106006897	0.7637010550732143	1.0959345409842531	0.9367632288461734	1.0895189967963428	0.8829366066261289
OTUD5	0.6517660725942358	0.6543001211008466	0.934598785963815	0.5495525791967751	0.88903657311661	0.455744137541568	0.704415275441079	0.28550248038235526
LENG8	0.8458618581823608	0.7381648435690956	0.8806909104215751	0.6876149915583798	1.3274923050656957	0.4518157034752492	0.6617050342752034	0.32478217023889006
RBM15	4.056629571320222e-11	0.27323724245380515	0.25380237457473437	0.44362142856646525	0.3565149480200442	0.30830599478254356	0.1896897447623186	0.639585792195811
DPF2	0.5147027800065421	0.5587468299065663	0.9259880271026661	0.7485591976967378	0.835871074941335	0.5875776991578034	0.5585370487140546	0.5737993592253845
RCE1	0.0944979196623968	0.31156082035652655	0.6717410411866697	0.6024556828161299	0.7960067906263957	0.6650126164988458	0.8477866949223128	0.7028650004230773
FIBP	0.7919951496961561	0.7024773843021506	0.9421328203224305	0.744739570907666	0.9270899903809939	0.7702818033728027	0.7626943339253309	0.8965529786423455
NDUFS1	0.691222669679486	0.7691981816700744	0.6868454224635506	0.7633221778663289	0.7465856670155042	0.7775230619385226	0.43672131858564	0.8197659550864173
CYB5R4	0.2889062293076225	0.14611546143587	0.27579607142849005	0.6366514852109096	0.19228002726766966	0.4446579156335077	0.4114353533312939	0.6571782523255473
ANKS3	0.2902710820696795	0.2197019143429198	0.3263417182747836	0.26539460346751775	0.41497738107576515	0.04344249240778716	0.22409828887772656	0.2228528614941387
ATXN7L3	0.6633163502258083	0.5758320123951824	0.795204500935109	0.7306565238164576	0.9706410900975675	0.5668223148572956	0.5378356444529484	0.5210260874705871
CARD10	3.287331868118745e-19	3.743154958595011e-21	0.5497931021124736	4.8513221516044995e-06	0.246991745784646	0.817216510035806	1.0258930127559722	0.3164362834025729
PSME2	0.7907545089291955	0.7128726990058787	0.8782277719434156	0.7649961016651166	0.9513659526764244	0.995082150470284	1.0527716022230944	1.0510116827688492
PKNOX1	0.34757190283911654	0.24465607098103398	0.314478418343369	0.34600101215962964	0.38934101458502934	0.11221132458236631	0.0027799318142682702	0.22154146067841185
PTEN	0.5733670249173956	0.05480412532888081	0.04916172947210508	0.39733794612756707	0.4564239307750565	0.4955438609866199	0.14184038337136073	0.6876466325120174
IFNAR1	0.6761038167139594	0.36040526395421535	0.19883746985511372	0.45675552180343626	0.5140686957062551	0.34215864316720834	0.5813941679225244	0.5802479938432689
SURF1	0.39504515589835226	0.5296334106137857	0.5323156358708062	0.4423277700760559	1.0111631119422084	0.5060015105804491	0.5749847217218744	0.6065544023908418
LSM12	0.5335213158228276	0.4813816714136886	0.6187792096968714	0.7633688958297019	0.42918726632104637	0.8739675276654367	0.45000405521997344	1.02882037408555
TTL	0.6852837896791606	0.7966703118945314	0.7804342700839285	0.7832212901985288	8.811032616373915e-05	0.4685815245817936	0.1224461370171561	0.5230813742103437
SCAF8	0.43905813176094866	0.4328615611719026	0.7112093189886428	0.642349360541413	0.7350124471735022	0.2630160250033847	0.22746426089159086	0.2195902415357489
DDX39B	0.22537014203382424	0.2937516470355358	0.41934017963656806	0.34722991072382053	0.4962707370884039	0.07270137940179068	0.10529581806399707	0.16827562469642152
SRSF2	0.7847472635589111	0.8572904482389792	1.0393355706063359	0.957133943437342	1.0008981924939406	0.9051054595970951	0.8191344378199577	0.9972749203363989
NDUFA6	0.7821119521451191	0.7968978717233004	0.8858142076914032	0.8214558278994962	0.8081856270484227	0.8186590469670763	0.6117220142982136	1.0464747561940877
EPHX4	0.01529479212751155	0.03493850665900981	6.586400414127303e-06	0.21980100209473555	0.002389005506080471	0.4149667452401839	0.1466173481734967	0.2485931754075986
DUS1L	0.5052362311024828	0.7748137260757799	0.81041529403194	0.8297037050647291	1.030678582286906	0.8486142072449127	0.6255672292245594	0.7878589323161188
ABHD16A	0.5104233591668408	0.5650569271700381	0.6049924605970602	0.36171205261687966	1.1423015632862148	0.4639956653096239	0.5592900295497734	0.06554689622296866
NXF1	0.5882203193862661	0.535743386053702	0.7627428752754994	0.6779782973061204	0.8425835063817486	0.3852043887489429	0.3386518348738321	0.35602485290907143
FBXW7	0.3015614396343381	0.17954605921782313	0.24355224796721467	0.44623435867882755	0.5856694779322393	0.07372633330079649	0.03162436926040004	0.2056516448786306
USP4	0.735616333241902	0.44453746086538953	0.4056509235568538	0.28612058532491247	0.34757721856237866	0.4693592982273285	0.26787596659372837	0.2551564776216696
FAM117A	0.039493448139066197	0.2740729801556323	0.25810006998961327	0.3013899580070446	0.4510058861371941	8.947324365242284e-05	0.11528571791917086	0.1995656860179947
TAF13	0.990591100786304	0.49999954859369666	0.3843548556261214	0.6119984317265557	0.3845191157112117	0.5619753255379691	0.8306671764149722	1.213473700724369
CYC1	0.7594309532327509	0.878147499287294	1.02864437878909	0.8887552622762844	1.0315612285283438	0.9470017557930073	0.8417360822288268	1.0435396325275388
CDCA3	0.16864145407098644	0.4547111009905151	0.7955173516158474	0.567450821141355	1.2583829632834985e-08	0.9657279129988673	0.47024886567053503	1.4120385224902736
FXR2	0.7148621835095186	0.7876183095792029	0.9465899491712702	0.7458709673221906	0.7069506174604685	0.32636355286476504	0.5075755664634009	0.4953914741025659
THOC5	0.3764361405173873	0.5821989297902085	0.44543797748317576	0.5302406512590695	0.11446893974519921	0.3500440890709933	0.2317041492476912	0.7600389895987435
S1PR3	0.47278105458124015	3.70526456688076e-21	0.14722465571884855	1.6012036905996178e-14	2.0815021354328208e-10	2.8364786404872814e-21	0.15932937945318978	0.4205775320893117
SIGLEC15	0.1609312800851378	3.966718978961878e-14	0.2755175400762484	7.544242143588102e-21	4.732229675925817e-10	0.2535176284178237	0.037306155685814434	8.112495541467495e-21
COCH	6.132256594468997e-11	0.08520272100667539	4.373796066193694e-08	2.343706593227304	8.685062188888805e-11	1.600822794055626e-07	0.13344820353187672	1.1627820055270784e-09
QRSL1	0.1495941863796425	0.218246161351845	0.27625978716671545	0.4367491718415523	0.26772820386296886	0.31231334418516193	0.1499038017674401	0.555349876725048
EPHA4	0.2796710119931081	0.1853170635454388	0.3991429872434095	0.19314889363154178	0.3545942989719759	7.519950955799135e-05	0.04669271286106252	2.6940920226539935e-06
MRPS26	0.43206336343417245	0.8870798451915525	1.0549484118822958	0.7504518220343337	1.018073605932722	0.7190197478239407	0.5708451961034172	0.8294056287512407
IL12RB2	4.10818949239602e-05	0.3065947884286159	0.04516233077007961	0.09736719602468091	0.10735951364016896	0.0696981456297296	0.03188474178771526	0.052679491433474314
ATP5D	0.6455577342209258	0.7828575446037005	0.9599823653850762	0.6303008542438152	0.8294456115957612	0.9721848059927649	0.5310319529849978	0.9438362703046703
CUL5	0.4864040245979127	0.15927381007030575	0.3044203337631145	0.6659478539718757	0.37722214445356905	0.42187763114263793	0.24122679653617152	0.6573475266526889
SUMO1	0.8212308161790188	0.7613922624436726	0.8925171795880246	0.9041275254398751	0.8791128763580983	0.8327047855447304	0.813076531754114	0.9674250940000282
AHCTF1	0.20281898264404286	0.506705384913347	0.5821371215072235	0.7430599013181319	0.44579841831109496	0.5267595991744659	0.33014146159000923	0.9106635178371179
GPCPD1	0.37333930153158296	0.28454138361616527	0.15957674395441604	0.11955423342522847	0.9179534507577143	0.08591721383796011	0.3658884837653075	0.001402465590139811
GAPDH	0.9052345925377806	0.9034504300512534	1.0592164007009222	0.9527108913146127	1.0888063988225187	0.964520326289745	0.973806787345406	1.057158467630721
SLC38A8	1.0843220649311245e-13	0.058638260276690855	0.0317033278483322	0.057002029427294675	0.08913977745693688	0.0006574140225213276	2.5510184897051435e-21	4.242024917366867e-17
DYRK1A	0.4272645368675474	0.4275348746435187	0.4280391475701524	0.5734715954576455	0.8211940005594226	0.14684630011645622	0.21244665900486437	0.24363729121011357
HNRNPA3	0.822521060332013	0.8772231732876241	1.052725787704006	0.9724667486495852	0.9963567713621636	0.9347135359265025	0.8327986290365573	1.0254194917274992
SLC29A3	0.0391006523491579	0.0814278240062376	0.145414480703082	0.11953828594446525	0.8445617958982764	0.025014096234489906	0.2432119365497585	0.2406820417201531
SMG6	0.4481189696032095	0.21525053739452324	0.5239284499051997	0.2607563007213933	0.3774761625590813	0.0689570417671948	0.1587978406985773	0.09345232083720292
SMG8	0.43885460378300023	0.5020844792845245	0.3858670781807497	0.6284921093103909	0.4445325935420901	0.22896437251627286	0.417309518138311	0.6156545250221293
SEH1L	0.3597421132998989	0.4665555570619257	0.708411514466439	0.9571936185782844	0.35644848785642713	0.8071578143773268	0.28490505532934385	1.0677609270842126
EIF3H	0.6780981204922687	0.6904325594010624	0.8451230683249421	0.8009893488024223	0.9575765206128617	0.8798696474381051	0.7673932963673867	0.9530260473536611
EIF3B	0.7934104084184758	0.8829187876563444	1.0298754061956557	0.9058368697073921	0.963442603538528	0.9471408097585889	0.8850083635861608	0.993437786346544
QKI	0.6438275292068795	0.3494105394842445	0.3650446052981419	0.2041222691882518	5.218022830945394e-21	2.157541746915133e-18	0.7062114321461763	0.4126760287478654
KAT6A	0.25510365297723275	0.45356648837529434	0.7516549313091972	0.6445867418121247	0.7587112937083819	0.18503879297346462	1.9273621391806018e-06	0.0002904060030774743
MEX3D	0.27457149397159386	0.23728765976348093	1.0784530783853097	0.4281723497647837	0.6080111075164223	0.35491084214227026	0.2237465917092187	0.19642533285653668
TCP11	0.06959153404919216	0.05135242795304058	0.021955704392214392	0.019320349473611855	5.6001667906943144e-14	0.055710134615725465	0.06462716650251513	0.023984992826041284
SPRY2	0.9026435116185737	1.270145306062674	5.4018086681175716e-05	6.9197081736063945e-12	2.686825051987276e-05	1.5517213914797607	0.004231913285476968	1.8830071699876343e-05
RUNX2	0.17407729435561708	7.338187734147441e-21	0.45106825963932673	4.77584976690949e-10	0.007824188551630489	0.29528360760442474	0.5240153998870763	7.247992688018826e-19
SPRED1	0.6547962506410968	0.6350976474453164	0.05716938672063854	2.7507058507107347e-08	0.001721276444328102	0.7860717816432433	0.14188548430522366	0.39021055606826316
IGFLR1	0.037612791582668975	0.20550388549635612	0.18384776440087613	0.20679895457055708	0.16877369092030226	0.12396731003599544	0.05866928389100772	0.36495927489984015
KCNIP4	0.06889104156090582	0.10509224119032039	0.135358168241	0.13716177017449346	0.12081858332057947	0.0806679698728629	0.0030529505717236294	0.10892060736208195
PGP	0.07736158687601061	0.40805362616165347	0.42054477253884875	0.41579260813396596	0.13418766903770496	0.7412335650981792	0.0815856998338934	1.2936598916898205
OFD1	0.08839146943631356	0.27423994108958877	0.3355889186478299	0.32673044632933146	0.8276697946795125	0.1775685878024479	0.32416735215820663	0.23428821762457894
CDC14A	0.08229017855359456	0.13596682790328163	0.1933016463761506	0.1934325744813693	0.13399951017603698	0.16053709539898228	0.020722072844389927	0.1966466185019807
PPP6R1	0.6719814120593379	0.7812503215192392	0.8701193406792423	0.7417416842858034	0.8717037123300997	0.8071182733658954	0.6615309370366738	0.8016082291936993
CPNE5	0.03767511559413005	0.13389458153119552	0.12242651463761062	0.10850375731131895	0.08351898521620149	0.06366896982163159	0.0422618719505648	7.120407955371233e-07
ILDR1	1.5202557849264417e-21	4.140015023208082e-21	7.09227925250901e-21	1.4494111149496064e-05	0.6212926184651715	0.11001552572503555	0.06608466951452284	1.1417448837132902e-20
CCNF	1.075345551864886e-08	0.5300113464400614	0.8648389284941603	0.730067286379907	0.2618161734187633	0.46175056261498837	9.070154269552346e-09	0.7423825030858615
MAD2L1	0.44571260369104126	0.7924096956022958	1.0014244144174516	1.068494725286738	0.45217144663183806	0.9921210725390852	0.5411418519908379	1.214159348833888
SNRNP70	0.8199149523193746	0.8481600861699864	1.0248389402788618	0.8687446807611219	1.074728773127616	0.7274410117364074	0.7585766597977001	0.7820625738322665
AGPAT1	0.6694446545478756	0.8980496959639951	0.6518330858851878	0.41986478088038914	0.5267783527074501	0.23847348182698525	0.4081291222018023	3.1827151170314183e-07
TRIM39	0.12932105174158562	0.13459536098706504	0.20916750228475514	0.1802717108688129	0.22816184472213566	0.08316657210853824	0.11228320262234906	0.14554819930589358
SCN5A	0.04732146562772803	0.058523818691056446	0.21963021051872364	0.1734928905667614	5.407970711464852e-21	0.13004612965299003	7.013211995905588e-21	3.9062004325447496e-21
PHGDH	0.623919278458442	0.7878932077176657	1.1593492518731006	0.7457841367310135	1.0134041554086235	0.00017038588392803155	0.1274220386453217	0.4349044724013609
