Name	C0	C1	C2	C3	C4
ERP44	0.7253277912943665	0.6977162231669306	0.3517269693001191	0.43364855988258116	0.5322933391114504
FAS	0.07280205151319623	0.6167310325890353	3.546593862491672e-21	0.4074116538187094	0.5174204982911355
ICAM1	5.2496313761922105e-14	1.1539810239398967	8.688509133746529e-16	0.2950291368592244	0.5539900331847242
UBE2G2	0.5819174047791985	0.4509445799689024	0.7012978909640475	0.33486593807352044	0.5324094457323726
KDELR2	0.8984862019671939	1.074127540521466	0.9285846289974734	0.8360519016473206	0.8037627487506149
KAT7	0.5875176182403561	0.42840393668605387	0.7858614902812562	0.3715230178896821	0.37177321897021126
SEL1L	0.8631685088665435	0.761305055534594	0.3886792929408698	0.30554953059797396	0.7452679345388468
ELOF1	0.7021576328131538	0.865422940678807	0.9541367009410234	0.790913810319134	0.7071262085139506
AP2M1	0.8724985626388819	1.0724530517536301	1.0289696780369275	0.853946389530878	0.817595546299413
NDUFV1	0.8869722887300104	0.9624576512717556	0.9809140760822174	0.8565386650100878	0.6586798506762793
PRKCSH	0.9194597299458809	1.0610085821900086	1.0479849194749484	0.8710896734722198	0.8053632036066931
SMG7	0.814344793410175	0.585139668000569	0.8300639774344152	0.54609772845788	0.4153504640113959
PSME1	0.949656810072195	1.1048580067537623	0.8740094032476428	0.8614831323137726	0.7221478851064028
OTUD5	0.6621384113058726	0.7228214288254462	0.724895789542339	0.46724687285537647	0.6236286237056164
LENG8	1.0185064210308172	0.7103768744241845	0.8194173332955081	0.4304162124813928	0.7504892735542776
RBM15	0.3220620481332033	0.3405325554974015	0.4630997351153013	0.38023538946539553	0.041052811791711455
DPF2	0.6709931556115288	0.7345089725499302	0.8392765372472143	0.5938249212335087	0.4843186756266464
RCE1	0.6978045864590905	0.8425848702323001	0.5997357180222926	0.6242150132329544	0.1781754539104427
FIBP	0.7911582567020807	0.9161197398014087	0.8975397551237572	0.7813419031903265	0.6939098301204798
NDUFS1	0.6591031966583122	0.6501473721704675	0.8680890156885435	0.7514901995386515	0.6011221009854159
CYB5R4	0.2711919919397687	0.5011784812519059	0.4822015475302461	0.4172999610549967	0.20833506805598737
ANKS3	0.3133019308306755	0.276552314604654	0.3270427163136847	0.10503711466040427	0.25221679746862524
ATXN7L3	0.7827616738895098	0.6764705925789899	0.7904073151522539	0.5437945997835295	0.5693032794142433
CARD10	0.2514949357925184	0.8895649916196	0.04185766731968136	0.6210688750639953	0.0008766439794899173
PSME2	0.8693614439640639	1.097155531336011	0.8690477183956359	0.9288430231170208	0.7042422798219554
PKNOX1	0.2918623103301505	0.15649230857790244	0.38248313311315324	0.15777525727945435	0.26584833382647144
PTEN	0.4827239856948907	0.316497786297782	0.2945207810705425	0.39617123776429863	0.3083735639081609
IFNAR1	0.5109262402014785	0.5326601048367227	0.4224681217097328	0.30646869069746474	0.5257297909920668
SURF1	0.8366386339401193	0.6077022687677537	0.5616426039265812	0.4948668052884635	0.4026933030082032
LSM12	0.46333520926921534	0.7071346024369906	0.7757663372800672	0.8364814866395484	0.41932376430259294
TTL	0.018518318699233094	0.4130570310691711	0.9223836596585105	0.5538773623948149	0.6117630465681725
SCAF8	0.5414454428297826	0.4133336967692012	0.6828019730147152	0.2933941411354646	0.3862757576273793
DDX39B	0.35359941599718253	0.2167991568672331	0.41652216940905906	0.1445061637084768	0.2252139738215246
SRSF2	0.8624792497041268	1.0045517285749006	1.0857170857973724	0.9048752200447993	0.7220854789434379
NDUFA6	0.7237315434589208	0.8510852361485968	0.977579466333174	0.8479864239712539	0.6876987824861536
EPHX4	0.08188142559216459	0.15701213499036237	0.10893697690824042	0.29334357383910586	0.004522765280499922
DUS1L	0.8627420243398045	0.7718962632873083	0.9141939220383375	0.8183849864303339	0.5066958477696564
ABHD16A	0.8761951346117403	0.49182168517694413	0.47178961659228863	0.3551942084930544	0.5015579614212909
NXF1	0.6518254430272143	0.511941210548784	0.7460304479603179	0.4015386006305455	0.5112921142624275
FBXW7	0.4590165125992099	0.1648479062204284	0.39029522005685524	0.09901152215051719	0.21581728690224053
USP4	0.3020961838160806	0.3198882215249861	0.3785305597557306	0.4002533203574167	0.5719609812598497
FAM117A	0.33849873450350454	0.1773704819676783	0.35957446963867984	0.06962501227234054	0.10738156888038586
TAF13	0.5075882662942793	0.8610970436522181	0.6532275680568504	0.582571632752558	0.7760337032582795
CYC1	0.8895697034288146	1.0155032475041044	1.0539377612453957	0.9451513782498435	0.7143004710214086
CDCA3	0.07527736528734304	0.839642475739532	0.753394865945124	1.1143954464255719	0.18468316776471133
FXR2	0.5308662512310466	0.6609114548827081	0.9269014821592882	0.45099427917655993	0.6874056016751702
THOC5	0.14557458461990447	0.42415636695636616	0.6671251116729471	0.470057188183627	0.37115848957999314
S1PR3	0.10123318638777234	0.2897424679056609	0.08201841613196356	2.2385437510213246e-21	0.2931063924997102
SIGLEC15	0.003112348866175915	0.06018620790615177	0.032581264468690405	0.20382731179923064	0.1514929178957411
COCH	0.14802298936449834	0.27868840817335266	1.0538537579982423	0.0014195800755735749	3.2071398612475105e-21
QRSL1	0.266832121678866	0.31558964499511766	0.4300133732818769	0.3389234136828338	0.1291343078923796
EPHA4	0.24906986401636005	0.1375465795139765	0.2501684932256798	0.048896494574220725	0.25278499729302856
MRPS26	0.7965924482545005	0.8012920748814127	1.0012650403280559	0.8136591698691331	0.5088212159070876
IL12RB2	0.0631244404998199	0.024105174355441048	0.16134558392137588	0.11433908615577607	0.05904159541599122
ATP5D	0.6952478598647485	0.7937763979534131	0.878033834506419	0.9668203412293992	0.5871199944034005
CUL5	0.4046380344098063	0.4322441050001308	0.5325691730748958	0.38977186619737536	0.30963021686363384
SUMO1	0.785850031353969	0.9586408075837409	0.9896618721004105	0.8143355846515878	0.719117496072971
AHCTF1	0.4214664662990091	0.5823135359641062	0.801402057691911	0.6032197994721189	0.23840820977236557
GPCPD1	0.7347682812449516	0.23419721252832748	0.17176145898035375	0.0026556537404516466	0.3487151642240822
GAPDH	0.9471879470890721	1.1068821084450002	1.0949934026666666	0.9456125380272041	0.8207398503220008
SLC38A8	0.05852245610096498	9.327778204314146e-18	0.06652700763068764	0.018000062470084073	0.0077636354555832374
DYRK1A	0.6363266480144784	0.31574769709799505	0.5732945660141594	0.17812385423873484	0.3780977625225215
HNRNPA3	0.8635854247478778	1.024518617210086	1.1040572987610615	0.9305492847249767	0.7488803670759981
SLC29A3	0.6649177393718172	0.23817511135187458	0.16209350478186324	0.035614831031497686	0.06599125601228628
SMG6	0.25712693595748964	0.2689667699830253	0.35406966427030756	0.12441267521797407	0.3566847232170959
SMG8	0.4082719257239128	0.48744736928813787	0.6495484205058071	0.3088528245037868	0.4181471204779713
SEH1L	0.3950351473956616	0.6581367001787417	0.9231598000991941	0.8278480926401103	0.29868150526416787
EIF3H	0.8455859137079724	0.91266139789927	0.8960980950530942	0.8349538295149536	0.6088668904435964
EIF3B	0.8376466883731286	1.032356780200972	1.0535458862104872	0.9303873119067276	0.7404675543358139
QKI	0.011517336715092065	0.6262097856087956	0.37344107916758884	0.05590675455151717	0.5626136138176406
KAT6A	0.5120789616762095	0.21050544828441314	0.711254267134339	0.23354701277574727	0.2751679014810393
MEX3D	0.39100986180103087	0.5157139369831312	0.612156949476512	0.40505905101097206	0.2500527592042039
TCP11	3.7387723436604103e-07	0.04523605544545403	0.026995146599247656	0.0494700664629324	0.05835546401234643
SPRY2	0.04623267300611302	6.313312412036307e-06	0.2023173496725511	1.0628259145282883	0.811460393497417
RUNX2	0.04941563799936945	0.4443450542890298	0.025109148848837696	0.19330112112372017	0.17365423227625806
SPRED1	0.0822005977597722	0.157125254573545	0.16491991340211717	0.6293896298633507	0.5377767116164411
IGFLR1	0.14980344422243813	0.1569927035838241	0.26785827002901014	0.20465903768223612	0.06983941186723333
KCNIP4	0.08911069146455375	0.06988228845241554	0.15643058207293636	0.10047122610978826	0.06198112412552168
PGP	0.22465221105529115	0.4374308418640994	0.5795342033269206	0.8913834789357248	0.08681075970593521
OFD1	0.639419376767834	0.3343690382529582	0.3664019737559029	0.1837888032924987	0.14142846245098623
CDC14A	0.10923034432512149	0.12094103508040567	0.2212633868519468	0.17554003181564057	0.07161932415753543
PPP6R1	0.7397440867795864	0.81045346814996	0.8824332770900168	0.7973866137290142	0.6287599160529804
CPNE5	0.053378729963202025	0.05456596527563757	0.1267721105981137	0.06753018586503944	0.06017546368813003
ILDR1	0.5063980456044007	0.05130543112012418	2.2927311453575336e-21	8.733269895768827e-12	1.8202778346698792e-21
CCNF	0.17508001780181642	0.3947516440788796	0.910681316716594	0.6839270307136376	0.07439490344542084
MAD2L1	0.45486474728117093	0.9021495270559843	1.1502339599446418	1.0534561443615362	0.4507348608515504
SNRNP70	0.8802070554034703	0.910065044585513	1.0200592230659653	0.7451952287114089	0.7535917374108698
AGPAT1	0.36652472009810505	0.34873207283998925	0.6220991010390987	0.27811260633992585	0.7186637094480905
TRIM39	0.17607472558466986	0.15817853018756609	0.2067054183230299	0.11057646840516965	0.1208804883893448
SCN5A	8.422529578780168e-16	0.04759232841190333	0.17753512596013551	0.11465994939566128	0.04556701776752447
PHGDH	0.7303292063186414	0.5118113635418574	1.064455670596591	0.18174165469195253	0.6481506564864218
CNOT3	0.5760429431730287	0.5203276666750047	0.7360106041610214	0.4216384663512335	0.30593697029462147
METTL4	0.28265635979079856	0.2986315357156203	0.4175640853660797	0.2041096721695746	0.17677215192089976
VMAC	0.4192972085597523	0.08429813673331449	0.18124960090662748	0.01094924921031389	0.2221199228279272
PANK4	0.3336178755062304	0.27097208086483315	0.4676773668541966	0.2043698439521771	0.2329428862059872
SERBP1	0.7260342263875381	0.9701891863902101	1.0599577518968626	0.8970526236402855	0.6764479493592139
NKX2-8	0.08583119511160317	0.13430123954370876	0.06855283874626229	0.045243397425145125	5.348176074241e-18
EHMT1	0.6726880136056249	0.42719902106034696	0.6663051244833477	0.29983229255593025	0.2293949016445892
ST6GAL1	0.4058015747318866	3.79218219264439e-21	0.38715420448345605	0.09169054184282907	0.296552223778021
GRIK2	0.059534010336703795	2.317063754057987e-21	0.19314241646489855	3.8054781674069096e-21	0.29487388097603895
ANAPC2	0.6932849969121404	0.4757462974415145	0.5107408295697287	0.24652997224042864	0.34384079822775293
FNDC3B	0.47975940884951335	1.0902605836252501	0.12404823284165624	0.3237510979504524	0.77215575022622
ZFYVE21	0.8223077572949482	0.7759340218882803	0.3934875843202844	0.5311273537005434	0.5437060215274654
FBXL15	0.6746864629911429	0.24300370667635263	0.44317320093831214	0.3601109183712163	0.2761261294691446
GPRIN3	0.12457429573997109	2.227417259856217e-21	0.2506885306371766	0.06960818735134633	4.360565725078146e-12
AMD1	0.5775278676323449	0.8246032932321434	0.914075317055589	0.896698238227156	0.5969005344457462
FASTKD2	0.43869091904157387	0.5914850588755682	0.646033183708529	0.7666715731762512	0.3916157769886594
CRISP1	0.022156833006162308	0.00914860940041544	0.012073987949558404	0.011476217459631698	0.009964098679770677
NXT2	0.16326655123782435	0.40376922258088244	0.3683420890509772	0.3892584587576522	0.11803110380186654
RPUSD1	0.3826941396081417	0.5124441818357758	0.6147689551548305	0.8251402663398802	0.19077126097025776
MSRB1	0.5709718054329956	0.5929916652938481	0.41371840347016814	0.5472369382270069	0.31316520578749946
SUV39H1	0.049656368992584514	0.40970029211251885	0.6195277343585669	0.6149887398127455	0.07327478504119923
SYNGR3	0.2041038589290307	0.155990512860622	0.2906391603975594	0.028217765819113796	0.07369541359676805
RGS11	0.29296995779491297	6.0100023467169624e-21	0.12667688532249802	2.7879483689053563e-21	0.12401532705145459
PITPNM2	0.21366222009825941	0.2639881990923495	0.22625563850100294	0.14279213236184576	0.22368857159441102
TADA3	0.5505912100441742	0.7003062190730717	0.7421923889526661	0.6995581143917854	0.6914715413001671
PIM2	0.06486824974566428	0.2616876127937208	0.45084302484657474	0.4133375168971157	0.06164595838678582
STIL	0.09771652594642578	0.5255124420774753	0.6792565256305546	0.6403326996046371	0.05455080646334828
ACSBG2	0.06424998352896899	0.0531334869340041	0.08493612623381357	0.06172300263170248	0.020226923877905312
SWI5	0.506248591999573	0.7795128177078725	0.5240068503999183	0.5434116741535382	0.5719552405384213
RAB8B	0.036011604343196474	0.44480437615237545	0.3628467786106873	0.19420106470898837	0.6186716733845262
EIF5B	0.6928309881202297	0.9326469990319146	0.8929858072200975	0.8733664225163623	0.6587912581721875
GRWD1	0.42414488972025466	0.7317346045250565	0.9003096950863552	0.8875374834983979	0.426119876650676
LRRC47	0.6196057285357662	0.7228029126818135	0.8095335527885184	0.6531371013519246	0.5140762199255207
SPATA2	0.40685468276778963	0.2687506715455357	0.2660590942438835	0.2980728729497196	0.1633556965889737
NRD1	0.6429505585417683	0.9324450860291243	0.8634246519804814	0.6939116888433392	0.6398814852385533
PYROXD1	0.3337147129567409	0.21539309287712352	0.20582522819719287	0.32999070830330457	0.20755610121659301
BRPF1	0.2694154218669017	0.3118167935138476	0.5924274777776678	0.37035319075213197	0.23216867049615986
FAM109B	0.39693613619354395	9.89761537558346e-10	3.7348856996390875e-08	0.22687992710545546	0.42331502645711033
AP2S1	0.843905762082833	1.0305490272522029	1.0029502633044731	0.9213161880172679	0.7966989665995404
ZCCHC14	0.4538030499665691	0.26266805964242607	0.6655357558388646	0.28317876899743394	0.2501455140725977
NXT1	0.43605957593258465	0.7478474852445117	0.7603770150292989	0.8447663966963855	0.2777187147798358
TAZ	0.6571280645110646	0.5765787506931791	0.43220106575490386	0.3755257200784223	0.2990042706490216
MOGS	0.7981417418374165	0.8250031968823582	0.6633749648788368	0.662595099955409	0.612728916917829
RANBP2	0.6086243990490904	0.5220952217113614	0.7681219044545935	0.5890467557943764	0.4411131283160139
SMG9	0.5523524519766783	0.6207846084955271	0.740109785468578	0.5573888742606574	0.5783336580920295
PPP6R3	0.7313861823118487	0.734489727181095	0.875186419040002	0.6847071873389706	0.4517072284451157
MTF1	0.32669855762630995	0.2714921083659359	0.35021761471558865	0.1839837423575533	0.21900765768627178
NUP188	0.3886970667291945	0.6619149037822799	1.0280029177730092	0.7935718561103101	0.37459014600942797
BAP1	0.43383185002816393	0.6334234683119466	0.8318169663955692	0.6930058471392738	0.6145911261993068
ZEB2	2.6612442089597746e-21	1.4172357958548325e-18	0.15304258494951173	1.4374673850249453e-20	0.7088087360150305
TGFB2	2.4722710720289006e-14	1.3825513449122218	0.10930819142825192	3.3149825891650673e-20	0.18327544280200042
NKX2-5	1.1362347417958772e-21	0.16059898598690484	0.3190845060043199	1.7230161951499558e-07	0.07708545912676186
NARS	0.8488412576240932	0.9248439941417573	1.017589003025694	0.8193089357781657	0.8014202112997703
SRSF7	0.7491655581790841	0.8896279216818133	1.022365021883469	0.8713885711749848	0.6189953051299224
YARS	0.579917406446428	0.7867626691660448	0.7689885547436076	0.712784078431276	0.5344983579215047
GIPC3	0.023447583945076057	5.324428764109577e-13	0.17517927371482483	0.00042661173427597176	0.12567978165488072
IFNAR2	0.16081834213426696	0.44398799301631453	0.36431861062811166	0.32248929461321385	0.3294515856471774
