Name	C0	C1	C2	C3	C4	C5
ERP44	0.38807621312649143	0.7153140181262991	0.6000347130609404	0.7912096351224838	0.3328830751605966	0.4814890541912206
FAS	5.455958418982195e-05	0.8159992996759033	0.5740836630443874	0.10787856000570097	3.686951988481607e-21	0.5640421791407841
ICAM1	0.009180687815804145	1.61772479713334	0.5369981130631023	0.08215635867338178	4.767364271038291e-21	0.2500139196745362
UBE2G2	0.46519550750674543	0.44438331273447745	0.6180349506478607	0.5944052552766721	0.6306589392590006	0.35278970795244724
KDELR2	0.9480289242000824	1.0273850127196522	0.8793631995572948	0.958405759717047	0.7941847217521248	0.8531079187335026
KAT7	0.6427749501420875	0.3264193225400953	0.4130179835659564	0.6162663440595425	0.6795673265747958	0.324220734791989
SEL1L	0.27824461096787945	0.88527486954187	0.8242171454609587	0.8911590664826985	0.41029012660138825	0.4023694802644294
ELOF1	0.9902015265147888	0.7625218302726504	0.7792715952512631	0.7549891432282759	0.7686212777341758	0.7640720017233998
AP2M1	1.043963228403357	1.0014178249003107	0.8875857306317777	0.9288723266208465	0.8601959405461073	0.8511864100662292
NDUFV1	1.0080936462675876	0.8451363252623625	0.724679633938833	0.9537260700148458	0.8294299008735686	0.8496789508402105
PRKCSH	1.0298652960219736	0.9843895607163298	0.8891439876968446	0.9819988860737278	0.8883028979339743	0.8737745753280323
SMG7	0.7291420961736748	0.45411492496813116	0.47636453430591164	0.8649896304133246	0.7364116339872926	0.5331777607148047
PSME1	0.9171777712842223	1.0518942512159615	0.782074888145709	1.014831595136606	0.7658969228389362	0.9000925909410862
OTUD5	0.6049354142477951	0.7275114211978695	0.6880083848448268	0.6949838921324335	0.6333121689614079	0.4837911623669168
LENG8	0.5802453842405323	0.7152360550801141	0.8549148786736334	1.050701103425188	0.7657326426492582	0.48222695033125024
RBM15	0.5262892533884235	0.21056497525859078	0.025536426316164262	0.3765474425888537	0.38232634868436655	0.30534087491840084
