Name	C0	C1	C2	C3	C4	C5	C6
ERP44	0.8695588344810945	0.4364158030482435	0.7287311504697064	0.41520616434789986	0.3405690168028169	0.5991836497364602	0.5080543188510844
FAS	0.09184682446807167	5.574933169095809e-21	0.8784974724485276	0.11443624140030514	3.204216420288301e-15	0.6897286799526734	0.6621163731754386
ICAM1	6.420224157621915e-21	1.3110549779476213	1.9843480019055626	2.1969436273035813e-21	1.872866249870566e-21	2.638135507129141e-09	0.022663723246585204
UBE2G2	0.6875480878572972	0.42845240574739	0.3652467842749226	0.49533530024442884	0.6758814598940946	0.6382873381060081	0.3321843869521478
KDELR2	1.1061918426629338	0.7159870191015804	0.9768964238326797	1.0087623823372676	0.8349208806978512	0.9031295354839495	0.860469702491516
KAT7	0.7395215196834425	0.39041774718181915	0.2185665458885465	0.6527378153812543	0.7313950091072593	0.4498478609660872	0.2986050623050668
SEL1L	0.9876053012793997	0.3448064857497526	0.8613901337145717	0.34648763181502196	0.4325178100186865	0.9131447239613452	0.43634656675445244
ELOF1	0.8996171519450192	0.670320571655267	0.6637000443811257	1.0373930211690294	0.8067423088246374	0.8026565407166163	0.7551589997191793
AP2M1	1.088957958740203	0.7252809259010374	0.9204711023997088	1.1115453583562123	0.9045273223847579	0.9242584393545578	0.8511648237214829
NDUFV1	1.111572848543782	0.7255275351884402	0.785828834925193	1.044336925173984	0.8729954598056117	0.7201883742129236	0.8439541769593069
PRKCSH	1.1414363641560898	0.7795443676363317	0.9123863189619493	1.0890494971256683	0.9327721077544876	0.8990968474570629	0.8659686447148771
SMG7	1.0004146676506485	0.5450619677060231	0.38392781813295923	0.7284079016059178	0.7836893100973528	0.46527705989978035	0.5188335263907894
PSME1	1.1704281007691426	0.6687502372961831	1.0259667212219439	0.9854841047623197	0.8039402915835727	0.8057437523961796	0.9093794286061182
OTUD5	0.8083902693926223	0.43860448375277683	0.6525240900801555	0.681153825140069	0.6678532111223932	0.7480226046362823	0.47603938232449844
LENG8	1.2111440969669975	0.45463610674618415	0.591498825814135	0.6435302921596989	0.8189790700100178	0.9544243583082999	0.48573469801685826
RBM15	0.4517693145217469	0.314340380528069	0.21034627328817812	0.48398351883717816	0.4042834917548451	5.202187129061594e-07	0.28816762612548374
DPF2	0.8371240211740837	0.4184092803709098	0.5635344911643622	0.8456003678529328	0.7685079094923105	0.5756652528928903	0.6061818648385873
RCE1	0.878398760534011	0.39346929690944793	0.8079614468134612	0.7256203179407079	0.5890014432707611	0.12207732359483232	0.6248525310688422
FIBP	1.003120669426876	0.6024011425256215	0.7376749408646912	1.0039607419202015	0.7808819396859755	0.8060286412002912	0.7793275244229803
NDUFS1	0.8088112875220702	0.658158083288746	0.4526537517390356	0.8372439581810485	0.7656413811869806	0.6771757913303006	0.7755165158887245
CYB5R4	0.32031649393973666	0.20419732792737463	0.4844891210991809	0.4869253248493854	0.4793988090274628	0.22483261015964026	0.4600085487371208
ANKS3	0.39286564989327516	0.11273800123935927	0.22022188783311802	0.29197878117595644	0.30585593521082	0.33063547486012346	0.07592479681276582
ATXN7L3	0.9507742243711131	0.4100844959860566	0.5343539109435766	0.7034542220082776	0.7674871593616506	0.7129443292031798	0.597508980817271
CARD10	0.3744862418186307	0.0024590842683333285	0.9779944941741611	0.4899977196099561	0.04386517442604271	1.0274169974008643e-16	0.7517612846771126
PSME2	1.088788882260026	0.7264928229905486	0.996681871692815	1.0393720336911383	0.7641429126105802	0.7587026419920022	0.9533114357454258
PKNOX1	0.37124684250330314	0.11818607727392245	0.03106082239058358	0.28442343945736315	0.3597923651640904	0.37774824501323684	0.15558434468715202
