Name	C0	C1	C2	C3	C4	C5	C6	C7	C8
ERP44	0.18854610395137258	0.9246855950723267	0.299328377070249	0.6833584344930728	0.4255492074402146	0.692505774964401	0.44244579013828045	0.7529781033968987	0.5729803237654719
FAS	0.1499171742932715	0.1411620288788561	4.098026874758727e-06	0.04868455615541985	0.31790970892852966	0.06057480023798405	2.2551110853737586	0.5521625535037112	8.732910467342272e-09
ICAM1	4.539045523690326e-18	8.827777289794492e-08	0.00011099900802792744	3.503382147189802e-09	3.326462053268977	0.2655113412899104	0.1428644561781197	0.49979452517919987	1.4816356424373333e-05
UBE2G2	0.7131610515554935	0.2939550521883512	0.6835138526049099	0.6591790902734443	0.36930256090424607	0.8507232631823923	0.43882428441120785	0.39558889616469634	0.21799281107107454
KDELR2	0.9873886754321028	1.058009107875753	0.8726426156499402	0.9158431007110155	0.7464060122785322	0.9926297941659106	0.8082353575111983	0.9812072366230741	0.8859577442016573
KAT7	0.6208404833969501	0.7411558348174868	0.7639549001894614	0.6173584885069973	0.27392293816918745	0.6103681165114921	0.11512815525598868	0.25913152482789037	0.4220287127453741
SEL1L	0.21392248751930085	0.8050559311497668	0.3675863544436689	0.8415588813888721	0.3834526369493672	0.8899015150932194	0.7926167568718605	0.975405505725068	0.3148426482843852
ELOF1	1.1237159204971066	0.859638475476476	0.8563404414894723	0.8478814926099125	0.6664773900233336	0.8283496588127107	0.6408331085751635	0.6407620387447808	0.7974673865049848
AP2M1	1.1053264294248948	1.0949906689968067	0.9597352440829752	0.9473308856349926	0.747846239594302	0.9462695657444126	0.8288051120680727	0.9094964000198444	0.8796376602077918
NDUFV1	1.034582063935201	1.0889105931674339	0.9353373262531224	0.7651965794769239	0.7284168197499142	0.9773600153679037	0.6651013542782489	0.7372548703167681	0.9156598210076183
PRKCSH	1.1170087411222884	1.0508260052844844	0.977829895039054	0.9588955288895687	0.7787423241967261	1.0631678214646394	0.7248267533779659	0.9098933388229734	0.9186726629983663
SMG7	0.70511750741828	0.8834128025216232	0.8097096944571042	0.6230872725249146	0.41940443001662536	0.9358635889176369	0.22967072278096018	0.3953374125702007	0.6166318839351124
PSME1	1.0220318580597316	1.0126522629062262	0.8315711735329746	0.7390809220964483	0.7611252614556977	1.107150980285244	0.8370542364732312	1.0128405867018724	0.8936402085238848
OTUD5	0.8703703505960431	0.4262765606780188	0.6458435487874499	0.7417941723385887	0.4372282993030917	0.9442921677131249	0.4804100230359038	0.7693773031925368	0.4237348407989436
LENG8	0.7460210216286219	0.7032879713812362	0.7591220659202124	0.9991305046291491	0.3163858370518623	1.3087490628256615	0.5583226170230179	0.7961535412609522	0.41012226283888475
RBM15	0.2713285480591948	0.8193697582808308	0.48959749695153815	0.11078718795800412	0.27458657709135603	0.13276375464107443	0.05817779395347269	0.09405119142907385	0.4963212280152831
DPF2	0.8185590493446252	0.8449833830622324	0.8149515799710848	0.6062358093799248	0.4075540206515433	0.7076297422753349	0.46524261248882065	0.6020079027035853	0.6786978112776864
RCE1	0.574467573071373	0.9882398289056283	0.6762648002015621	0.05315049452132845	0.5627218569326348	0.6448381815646977	0.3734783955954024	0.7296363672861989	0.7425898107912648
FIBP	0.9840020555640188	1.0237170236758633	0.828860326653172	0.8068382318111751	0.5937957368381902	0.8368951803920084	0.760125899172622	0.7352892052743933	0.8207005469627401
NDUFS1	0.8234883684898919	0.8355810849032932	0.83978738437554	0.7631217397842928	0.4985305801331501	0.7113103121995498	0.6512611281430473	0.42413270218178317	0.8297192907683039
CYB5R4	0.3564477960965139	0.5139230595334668	0.5761785746849991	0.17311212274603832	0.23923661307488872	0.16050587371433536	0.4257682215396055	0.49048869779672855	0.5146903757132302
ANKS3	0.35803563391173526	0.23508976815706498	0.3073493171762467	0.29678121847543426	0.07178908398944234	0.38641421402650067	0.2711841569402692	0.29318893778565275	0.034204069760915286
ATXN7L3	0.7190409804443453	0.7734403186358014	0.778693826412378	0.7148027639364728	0.3315212254478102	0.8939732029140289	0.5839683230448107	0.6260161713525674	0.591080973587668
CARD10	0.1363679197793051	0.6728383947247857	0.0016917261600430586	2.3174131941480176e-20	0.10161221477633614	0.2160747658455784	0.11577060046312179	1.18464264573964	0.9848203421611312
PSME2	1.0419929354585795	1.0639838813467128	0.8210862550738516	0.7051189308532589	0.8277761131898547	0.9666856946690638	0.8573668471850692	0.9217593079840923	0.9680951349819
PKNOX1	0.26990245750928465	0.3653214039089127	0.3578724789085935	0.4215686057259438	0.0076084824056633065	0.2846344616590471	0.2371758593218074	0.07220429813157742	0.1738656991093951
PTEN	0.00036600714209908625	0.876697315088519	0.33163779023545775	0.3557578514502695	4.664269406794039e-10	0.20257928283803975	0.7723358376647085	0.21887623947029092	0.5702198881014735
IFNAR1	0.43816493229311615	0.4667130292074541	0.4123208490789762	0.517757525319065	0.42825042277996234	0.5688012301339215	0.6537820350191079	0.5096681847673615	0.21789872266838092
SURF1	0.5027605370143111	0.899677020595598	0.5268950759594262	0.5206833572844259	0.4078831134013292	0.9320382793958716	0.32338293146237107	0.515557828061799	0.5450413767823556
LSM12	0.7474440628464609	1.00565518426329	0.776598781886614	0.4845181574985569	0.4835965569422115	0.3054257478481357	0.6582556682069743	0.4039328087194763	0.998777732216631
TTL	0.9760682691908924	0.1568163200842448	0.8577595332666228	0.8185923698286592	0.3969439232962157	0.07997887045387338	0.5223035663205152	0.21830716498751437	0.5435722175913165
SCAF8	0.5063026541336534	0.5684226536887373	0.6907416394896585	0.5626368628563112	0.1391354770661288	0.5689414624916047	0.3106804663103502	0.35844008447307724	0.35992766575000734
DDX39B	0.4892745014502886	0.22862269862409731	0.3922386302174658	0.26679522922766274	0.1875590788511688	0.4912126071969751	0.19730954865724953	0.08867021235807848	0.027293784383900746
SRSF2	1.1116200838228638	1.1062528460065262	1.0400014654179432	0.8740986548656772	0.7049753339014732	0.9376892325922109	0.718143958304712	0.7930098519232847	0.9809407795326928
NDUFA6	1.1051188238377176	0.9850177336103625	0.900646663153249	0.8238859738718577	0.6178874991288833	0.7715339134713912	0.7270814049500746	0.5844728778314592	0.8784632007943818
EPHX4	9.11572561273532e-13	0.26306729370199455	0.1732135574197432	6.0527237840578245e-21	0.14426101776401803	0.009532232302574785	0.13188979298334816	0.08309431889754453	0.4264796357384837
DUS1L	0.8288457504722893	0.9907963285851963	0.923122011579285	0.6479968019018176	0.60763051389698	0.9814256562601353	0.478255664195942	0.5680691459209877	0.9274085336855177
ABHD16A	0.5909304755498842	0.31654287549338317	0.4306753404368042	0.5665260096081323	0.37540395374204266	1.3044730781301768	0.3548608368770588	0.5553387953344765	0.2925620178161319
NXF1	0.7067145581857315	0.5944767261027052	0.7208321484424354	0.662259808222056	0.25266153386612594	0.7661486211658523	0.4822328590056321	0.4276116620986629	0.3923428177657116
FBXW7	0.21715216836444012	0.4032935844119747	0.43751121577541163	0.28194478931256567	0.009546596597596718	0.46853204923172237	0.3143793089692653	0.09367214581850433	0.08106415036765531
USP4	0.48611026132791585	0.22675491767334832	0.29673051333254846	0.6673423954011265	0.31171182720690976	0.42162857125212244	0.6540308536484578	0.2332340753876595	0.3514123404091165
FAM117A	0.2249413486832916	0.4733227884249879	0.35050641726224885	0.18391023568666473	0.2146587767407064	0.293438809523756	2.8825907818024474e-08	0.009029772927057604	0.04580044122503402
TAF13	0.8272747028409623	0.9717181787178223	0.5660267337119999	0.731648091592855	0.7798170435131244	0.3271648331516	1.0981688606234767	0.544754614522925	0.4428926828614521
CYC1	1.1360505708324136	1.1449094638418262	0.994045602236523	0.8375245274835744	0.7823315850772243	0.9751935878355603	0.7221401714822984	0.7506584747559175	1.010958043432169
CDCA3	1.2787457347945808	0.8847368850321711	0.6636121027600785	0.03214080801725346	0.8101704788684059	3.573306656418545e-06	0.4622614720323343	0.2610912707760369	1.1553718933231676
FXR2	1.0174198341812628	0.5376348987445589	0.840276810470267	0.8622084033218271	0.5121473106903178	0.6777796547432262	0.5009605035542462	0.514416862609875	0.3482059049203869
