Name	Score	0.95 MoE	p-value	FDR
Smad1-R-V	0.5766905143825999			
IGFBP2-R-V	0.5387434029127726			
ER-alpha_pS118-R-V	0.5245600483436973			
c-Kit-R-V	0.490821700647152			
Bcl-2-M-V	0.4698869582305592			
GSK3-alpha-beta-M-V	0.46800645620980386			
PARP_cleaved-M-QC	0.461111896267817			
p27-R-V	0.45872445190735034			
FASN-R-V	0.45700188457369395			
HER3-R-V	0.45446341196966206			
Gab2-R-V	0.4523455619581142			
Syk-M-V	0.4457093233140431			
B-Raf_pS445-R-E	0.4431220916118886			
Stathmin-R-V	0.4419712716662696			
GATA3-M-V	0.437482120745888			
Smad4-M-V	0.43476279119689387			
eIF4E-R-V	0.42890938977405674			
MSH6-R-C	0.4163359903116986			
14-3-3_epsilon-M-C	0.4137383940065574			
PDCD4-R-C	0.41119245471134014			
TIGAR-R-V	0.4107740795900097			
DJ-1-R-V	0.4087238776169387			
Chk2-M-V	0.40005735924150165			
p90RSK-R-C	0.39640670005869805			
Claudin-7-R-V	0.3938812105464978			
HER3_pY1289-R-C	0.39199173302706125			
Raptor-R-V	0.38710430730010037			
B-Raf-M-C	0.3864236124112691			
MDMX_MDM4(BetIHC-00108)-R-E	0.3826413432119267			
Bax-R-V	0.381620073487162			
Akt-R-V	0.37984870819726			
RSK1-2-3-R-E	0.37614281315690956			
CDK1-R-V	0.3735028913462214			
AR-R-V	0.3708008919439018			
PREX1-R-E	0.3681762808146923			
Bap1 c-4-M-E	0.3681136407098157			
MSH2-M-V	0.3643929853356881			
SF2-M-V	0.36291297327775973			
Cyclin_E2-R-C	0.3600516738305471			
Rab25-R-V	0.35905867876015257			
p44-42 MAPK (ERK1-2)-R-E	0.35770270470870846			
PI3K-p85-R-V	0.35718431176499965			
GSK-3-BETA-R-E	0.35289310789530925			
PI3K-p110-alpha-R-C	0.3508407598812645			
ER-alpha-R-V	0.3492649798937375			
p70S6K-R-V	0.34560983409540447			
PTEN-R-V	0.34470507088940844			
PDK1_pS241-R-V	0.34447068961412675			
Chk1_pS345-R-C	0.34206259768841013			
mTOR-R-V	0.3396252263198069			
XRCC1-R-E	0.3352680235064354			
PDK1-R-V	0.3348737245664195			
Snail-M-QC	0.33105188856128764			
TSC1-R-C	0.32808723858577943			
Bim(EP1036)-R-V	0.3272278539165516			
Chk1-M-C	0.3269755505366123			
Histone H2A-R-E	0.32488813083707824			
PR-R-V	0.32318230306210854			
Rb-M-QC	0.31685356384582175			
ATM-R-E	0.31613442788058516			
Tuberin_pT1462-R-V	0.31568943263993776			
p27_pT157-R-C	0.3144297749383451			
4E-BP1-R-V	0.31171025727856305			
HSP70-R-C	0.3101451220182236			
ERCC1-M-QC	0.3076625898619403			
E-Cadherin-R-V	0.305515319208857			
VAV1-R-E	0.30486681308838587			
Src_pY527-R-V	0.3030591331122537			
Bim(CST2933)-R-E	0.2961816766273252			
p38 alpha MAPK-M-E	0.2946229743832463			
Tuberin-R-V	0.29249251299349105			
Acetyl-a-Tubulin (Lys40)-R-C	0.29244315461177245			
Src_pY416-R-C	0.28507342028093624			
53BP1-R-V	0.2842937732548127			
S6-R-E	0.28318720029152245			
mTOR_pS2448-R-C	0.2798367308307304			
MDM2-R-E	0.2793075430540489			
Rictor_pT1135-R-V	0.2782063325854314			
GSK3-alpha-beta_pS21_S9-R-V	0.27653100353859605			
p90RSK_pT359_S363-R-C	0.27610403557048924			
ACC_pS79-R-V	0.2744828885983383			
14-3-3_zeta-R-V	0.26905111571920426			
MDM2_pS166-R-E	0.26808914818844287			
c-Myc-R-C	0.26801156063120174			
ASNS-R-V	0.2679497592686987			
C-Raf(BD610151)-M-E	0.26763932517769523			
FOXO3a_pS318_S321-R-C	0.26705670929128195			
Ku80-R-C	0.26681709937142534			
4E-BP1_pT37_T46-R-V	0.2655337042833371			
Smac-M-QC	0.2641511891317868			
RBM15-R-V	0.26055175833490535			
CD31-M-V	0.25634140670862243			
p38_MAPK-R-V	0.25455124747289215			
GSK3_pS9-R-V	0.2541338682789372			
AMPK_pT172-R-V	0.252520816039113			
Mre11-R-C	0.2511930643163837			
MDMX_MDM4(BetA300-287A)-R-E	0.25067616438349594			
TTF1-R-V	0.25032052307982666			
INPP4B-R-V	0.2481653837616005			
4E-BP1_pS65-R-V	0.24573393134779117			
beta-Catenin_pS33_S37_T41-R-E	0.24427230097713837			
Cyclin_E1-M-V	0.24185460028237699			
beta-Catenin_pT41_S45-R-E	0.2401194721884521			
Rb_pS807_S811-R-V	0.23911259880671107			
STAT5-alpha-R-V	0.2386596754837425			
Bak-R-C	0.23739970934785865			
PKC-pan_BetaII_pS660-R-V	0.23282813514133047			
Beclin-G-C	0.23139040581675063			
c-Met_pY1235-R-V	0.23060256527691764			
Lck-R-V	0.23041281630829966			
MEK2(13E3)-R-E	0.22982291804733712			
XBP1-G-C	0.22912814674900378			
LKB1-M-E	0.2286033085921187			
MEK1-R-V	0.2245924334825026			
PCNA-M-C	0.22457216426891677			
JNK2-R-C	0.2232189334384813			
Caspase-7_cleavedD198-R-C	0.2231509138796034			
Chk2_pT68-R-C	0.22143911398733535			
Rab11-R-E	0.22110111602522603			
C-Raf(MP05-739)-R-V	0.21539490403821968			
ACC1-R-E	0.21422443644068034			
ERK2-R-E	0.20923922886475155			
eEF2-R-C	0.20869666150463104			
AMPK_alpha-R-C	0.20832008822930567			
FoxM1-R-V	0.20726790980876045			
CD20 -R-C	0.20042755465252315			
RASD2(OriTA502070)-M-E	0.19780474797848224			
RAD51-R-V	0.19463778772701845			
VHL-M-C	0.19294315873564158			
Porin-R-E	0.19157152600737334			
GAPDH-M-C	0.1836642461280768			
p27_pT198-R-V	0.1727204604877955			
Src-M-V	0.17187538486050996			
ADAR1-R-V	0.1530343324542831			
p70S6K_pT389-R-V	-0.1488240999512675			
p90RSK_pT573-R-E	-0.17991915149171844			
Bcl-xL-R-V	-0.18557922996541695			
14-3-3_beta-R-V	-0.1884459676141361			
PRAS40_pT246-R-V	-0.19323947143440598			
Bid-R-C	-0.20733817033328214			
Akt_pS473-R-V	-0.20902893076192225			
eEF2K-R-V	-0.2113012690015259			
Akt_pT308-R-V	-0.2156401909638204			
Rad50-M-V	-0.21718501523079348			
ACVRL1-R-C	-0.21980941124090075			
Rictor-R-C	-0.22290428065619788			
STAT3-R-E	-0.2233359579574953			
Dvl3-R-V	-0.22518405109065878			
TFRC-R-V	-0.22648871813827995			
beta-Catenin-R-V	-0.22829125589245522			
Cyclin_B1-R-V	-0.23037345521047814			
JAK2-R-E	-0.23149023967454974			
Caspase 8 Cleaved Asp391-R-E	-0.23432069304440944			
cIAP-R-C	-0.23527779520582454			
SHP-2_pY542-R-E	-0.23555266672554498			
Collagen_VI-R-V	-0.23748242155690105			
EGFR_pY1173-R-V	-0.23800030615838996			
NDRG1_pT346-R-V	-0.24315719414339726			
Di-Ras3-M-E	-0.24738497291494294			
p38_pT180_Y182-R-V	-0.2482012813038438			
N-Ras-M-V	-0.24956202097462576			
MAPK_pT202_Y204-R-V	-0.2500108472683426			
P-Cadherin-R-C	-0.2518252155627077			
4E-BP1_pT70-R-V	-0.2541693791331536			
Cyclin_D1-R-V	-0.2588286825929572			
FOXO3a-R-C	-0.2588718035706803			
Bad_pS112-R-V	-0.263188001992478			
PRDX1-R-V	-0.2650641282986129			
S6_pS240_S244-R-V	-0.2666529269482331			
eIF4G-R-C	-0.27296821045232467			
JNK_pT183_Y185-R-V	-0.27865682385531587			
N-Cadherin-R-V	-0.28497088125996706			
alpha-Catenin-M-V	-0.2862100206968292			
p14 Arf(BetIHC-00196)-R-E	-0.28628152376699384			
Shc_pY317-R-E	-0.2881177494351093			
Prohibitin-R-E	-0.28875479651316294			
PKC-delta_pS664-R-V	-0.2906323701497554			
A-Raf_pS299-R-C	-0.29515370258098894			
C-Raf_pS338-R-V	-0.2955468061808465			
STAT3_pY705-R-V	-0.2996996712510881			
p53-R-E	-0.3035534159061252			
Annexin_VII-M-V	-0.3046896096483099			
YB-1_pS102-R-V	-0.31353741244701894			
p21-R-V	-0.31434051395605866			
S6_pS235_S236-R-V	-0.3173119501257963			
PEA15_pS116-R-V	-0.33138829118792457			
SCD1-M-V	-0.3322484935081313			
RASD2(SigHPA005839)-R-E	-0.3332218053707808			
MEK1_pS217_S221-R-V	-0.34159800616748937			
IRS1-R-V	-0.34826853477132713			
YB-1-R-V	-0.348469253467489			
Notch1-R-V	-0.36265504781635255			
ETS-1-R-V	-0.3650578400254794			
G6PD-M-V	-0.380481132749806			
p14 Arf(BetA300-340A)-R-E	-0.38493227301354727			
PKC-alpha_pS657-R-C	-0.39223763311149745			
PEA15-R-V	-0.39231865047506426			
FRA1_pS265 Cleaved D22B1-R-E	-0.39299966897798594			
beta Actin-R-E	-0.3960414341614881			
PKC-alpha-M-V	-0.3982100810901953			
p14 Arf(CST2407)-M-E	-0.39833550760661196			
Smad3-R-V	-0.401581830509402			
c-Met-M-QC	-0.4042885097340566			
MYH11-R-V	-0.40536146600249057			
SETD2-R-QC	-0.40567665426778476			
HER2-M-V	-0.4247619731833114			
Heregulin-R-V	-0.4353202686048881			
NF-kB-p65_pS536-R-C	-0.43629436006546773			
CD49b-M-V	-0.4367671196791967			
EGFR_pY1068-R-C	-0.437383003384977			
Fibronectin-R-V	-0.4423470470718572			
BRCA2-R-C	-0.4429062947416608			
HER2_pY1248-R-C	-0.443801893157866			
Caspase-8-M-QC	-0.4500614117223226			
p62 Lck ligand-M-C	-0.4534760867864338			
Paxillin-R-C	-0.4550862628830275			
FRA1-R-E	-0.4594865112910567			
c-Jun_pS73-R-V	-0.4703280765288159			
NF2-R-C	-0.4713283388697285			
MIG-6-M-V	-0.4827215287259466			
FRA1_pS265-R-E	-0.5020511861366381			
Myosin IIa pS1943-R-V	-0.5452252399445895			
VEGFR2-R-V	-0.5526639427198462			
TAZ-R-V	-0.5654944279242586			
Transglutaminase-M-V	-0.5701907084645248			
YAP_pS127-R-E	-0.6048524062031303			
YAP-R-E	-0.6203987784687174			
Annexin 1-M-E	-0.6322151250967238			
EGFR-R-V	-0.6818880466772934			
PAI-1-M-E	-0.6841230983413391			
Caveolin-1-R-V	-0.758618987753119			
