Name	Score	0.95 MoE	p-value	FDR
CADPS_MUT	0.42343222122945195			
LRRC37A3_MUT	0.25666165657505724			
LRRC37A_MUT	0.25188568167709297			
TP73_DEL	0.25017508951054657			
MYCN_AMP	0.24891588377164342			
MYCNOS_AMP	0.24891588377164342			
ZNF717_MUT	0.2441676982943979			
PCDH9-AS2_AMP	0.2382596089094922			
C1orf174_DEL	0.23443839703600378			
LRRC47_DEL	0.23443839703600378			
LOC728716_DEL	0.23443839703600378			
LOC100133612_DEL	0.23443839703600378			
CEP104_DEL	0.23238789636204318			
WRAP73_DEL	0.23144557538349575			
BRAF.MC_MUT	0.23113523828678517			
DFFB_DEL	0.23074844985380039			
BRAF_MUT	0.22883803547916082			
LOC284661_DEL	0.22626185573083582			
KIAA1751_DEL	0.22573568628774274			
MIR4417_DEL	0.22497026187504088			
SKI_DEL	0.2247987175118153			
C1orf86_DEL	0.2247987175118153			
PEX10_DEL	0.2247987175118153			
NRXN1_MUT	0.22447191783999937			
PEX14_DEL	0.22416943039749124			
SMIM1_DEL	0.22412607664071235			
TPRG1L_DEL	0.22409862737308792			
LOC100129534_DEL	0.22353201462322603			
CCDC27_DEL	0.22246688930292044			
PCDH9-AS3_AMP	0.22219071615887712			
MIR551A_DEL	0.22122508971074545			
DKFZP434L187_MUT	0.2194605523062852			
RER1_DEL	0.21905410350189206			
GABRD_DEL	0.2182522230153498			
TP73-AS1_DEL	0.21789996954212446			
CALML6_DEL	0.21785294103412153			
TMEM52_DEL	0.21785294103412153			
MORN1_DEL	0.21714950478492545			
MEGF6_DEL	0.21567647330060893			
LINC00550_AMP	0.21535552552914172			
KLHL1_AMP	0.21535552552914172			
GNB1_DEL	0.21519998798239717			
LINC00669_AMP	0.21494319227385025			
HES5_DEL	0.21482569116560643			
PLCH2_DEL	0.21482569116560643			
FLJ42875_DEL	0.2144129481233167			
ACTRT2_DEL	0.2144129481233167			
MIR4251_DEL	0.2144129481233167			
PANK4_DEL	0.21344981727471335			
LINC00379_AMP	0.21324272112074436			
LINC00410_AMP	0.21324272112074436			
TNFSF13B_AMP	0.21274868849401551			
LOC100133445_DEL	0.21250100688977244			
LOC115110_DEL	0.21250100688977244			
TNFRSF14_DEL	0.21250100688977244			
IRS2_AMP	0.21234331971711365			
PCDH17_AMP	0.2118809562465202			
ARHGEF16_DEL	0.21149270518284172			
MIR4689_DEL	0.21117840427304052			
PCDH9_AMP	0.21067402404638794			
CNTNAP5_MUT	0.2101758775107891			
FCGBP_MUT	0.21000392312869307			
CASZ1_DEL	0.2098948806886954			
NPHP4_DEL	0.20974095131930573			
MYO16_AMP	0.209685109495143			
HYDIN_MUT	0.20910956361040542			
VPS13D_DEL	0.20808394928709448			
PRDM16_DEL	0.2080109974735339			
CYP4A22_DEL	0.20781829382073422			
PDZK1IP1-AS1_DEL	0.20781829382073422			
ABHD13_AMP	0.20773920003956242			
AADACL3_DEL	0.2075454661366646			
LINC00303_AMP	0.207214109461406			
LOC100130417_DEL	0.20708493900429337			
MYO16-AS1_AMP	0.20671244462038849			
MIR622_AMP	0.20637733294526484			
ATXN8OS_AMP	0.20629985481368793			
FAM213B_DEL	0.20561175556640382			
ZBTB48_DEL	0.20555814923730795			
UBE4B_DEL	0.20532774500477022			
APC.MC_MUT	0.20530204134567856			
AJAP1_DEL	0.20507477913365782			
EXOSC10_DEL	0.20493180142442927			
SRM_DEL	0.20493180142442927			
MIR4632_DEL	0.20485565502613928			
MTOR-AS1_DEL	0.20411585087379097			
MTOR_DEL	0.20411585087379097			
ANGPTL7_DEL	0.20411585087379097			
KLHL21_DEL	0.20403637701292276			
TNFRSF8_DEL	0.20389475686229527			
TNFRSF1B_DEL	0.203760926847527			
ATAD3B_DEL	0.20370777409161528			
GPR153_DEL	0.20368744279047576			
LIG4_AMP	0.20356878421717353			
MMEL1_DEL	0.2033857922849161			
TTC34_DEL	0.2033857922849161			
ANKRD10_AMP	0.20330557930633678			
LINC00346_AMP	0.20330557930633678			
DFFA_DEL	0.20297366491837276			
SCNN1D_DEL	0.20283270789493674			
PRKCZ_DEL	0.2028234180999878			
FOXD2_DEL	0.20266824111695747			
KIAA0494_DEL	0.20266824111695747			
CYP4Z1_DEL	0.20266824111695747			
FOXD2-AS1_DEL	0.20266824111695747			
CYP4B1_DEL	0.20266824111695747			
TAL1_DEL	0.20266824111695747			
CMPK1_DEL	0.20266824111695747			
FOXE3_DEL	0.20266824111695747			
CYP4Z2P_DEL	0.20266824111695747			
