Name	C0	C1	C2	C3	C4	C5
TBK1	0.28588748895579136	0.01018118262855232	0.6545009794228345	0.5051576243096054	0.19441019517663272	0.7764317076354261
ATG10	0.04527777078527086	0.08841791712932366	0.09526840466319689	0.12477370794790926	0.05789441781791968	0.11645952999842245
RNF31	0.84538697998325	0.7045647859746605	0.04142125593227499	0.29448257832088565	0.6914203954520307	0.012473386925120476
UBE2N	0.3843858768402717	0.5716433676179286	0.6767458342491923	0.9733987354051287	0.42269835692887114	0.8736606697896344
CHMP3	0.9310445993633373	0.4137166586306701	0.7103495549736202	0.40742745881840814	0.7103013601261252	0.5385800588106149
TRAF2	0.5955598383356555	0.513916798843005	0.13381600368688823	0.5229805860008491	0.31007273001874885	6.504026748782382e-07
SCAF4	0.5431167874428712	0.8126142631403458	0.12716207371018806	0.4093486938718909	0.4283072873611565	0.36507475194156647
STUB1	0.8499793142763136	0.47228828292597513	0.47868121090560506	0.9146586810441151	1.057974025670439	0.7418656110683892
BCL2L1	1.324447598497632	0.6178870075340144	1.0112234409263576	0.6660060544622474	0.6574252113284353	0.443210228292339
PSMG1	0.1141945786487347	0.3466281633211609	0.5725893727298037	1.2712122262745396	0.333194462860467	0.7666902711268785
EPG5	3.846428390011136e-05	0.03827544776800898	0.5230793027393809	1.9081772866608126e-20	0.29723664080549145	0.3429262902364335
ITGB5	0.973784144623737	2.4628372389912976e-12	0.5633637306979167	0.7601940588690184	1.612179989509385	1.5781439909426505e-10
DICER1	0.5057261140737153	0.5106791442245875	0.37932725277797724	0.1671521686425054	0.02777609276758637	0.4174138238658072
MCL1	1.0274657406270284	0.8664735650507186	0.9366674063455925	0.9178321814714654	0.8885389615159541	0.827430536901196
XYLT2	0.6061561194126472	0.2175882175843691	0.30558134697575506	0.13372135430354654	0.8344358410044487	0.05958237696337812
IPPK	0.3869805647362396	0.22878937135438013	0.09911638013768219	0.3089675628951259	0.2856562417669821	0.18886834932721477
PCBP2	0.9910288565858578	0.9387779046402307	0.7850281449995936	1.022136886229295	0.8945387180282437	0.8746575769941108
PTPN2	0.5536307500400497	0.4803879227876076	0.5827027537688826	0.7322857535448334	2.9959869582083328e-05	0.15965692394399217
VPS13A	0.22559324625067897	0.11180395037270138	0.3675301997999973	2.5483181713170874e-06	7.044237947111404e-18	0.45162755582684255
FITM2	0.28205602137682495	0.06811735826822286	0.04081785140927262	0.12451016718173391	0.5301486772317235	0.26278329696201547
IKBKG	0.20074744290259489	0.143010162543794	0.13499447145547522	0.18154547338993107	0.3231175552581951	0.017245525121650587
RBCK1	1.2138110302322342	0.1672553786048151	0.6971146650822931	0.3431734373787137	0.8858714070028723	0.777246216067605
CFLAR	0.39438416752498906	0.044600952738778066	0.6259960520394752	0.0832096271726097	0.12114222428693414	0.09868308384219764
SETD1A	0.3665075767248232	0.5813156192074871	4.0527230022666555e-07	0.2402596352148291	0.30712743861806857	0.2201748173832175
CHIC2	0.30264681002824667	0.29767346271174056	0.8975514637036004	1.9058496863986502e-07	0.3050591309644605	0.34649099440049225
TCEB1	0.6072411858131976	0.5845173552534041	0.8684354240358845	0.9734901216297974	0.6482470260968279	0.7435417581222511
RGP1	0.7344471793747832	0.5993623774869681	0.27189186582817043	2.0534930961094626e-07	0.5592505376467072	0.2566829526104135
TAB2	0.6220718766331028	0.5656691213257978	0.9255496928283536	0.17173302754175854	0.4206947296546302	0.38114331653759165
TMEM208	0.9105141979068605	0.4437487325406511	0.5958126519920254	0.8934064686924873	0.8694692627981335	0.7214354363669554
IST1	1.0505455669783363	0.7582678452979777	0.6302117601083328	0.5620846236934796	0.7351077274737907	0.6869179926211146
BAP1	0.413579749054041	0.7155027833906409	0.3128284749891235	0.7594980741178042	0.8640464443710196	0.45975632665291116
UGP2	0.7532460247819088	0.3854732456566245	0.8787894980835262	0.7390052536201729	0.7694005702318717	0.6800159049388008
NCSTN	1.0828576301528876	0.6060802913481889	0.6353759140760052	0.3926353697626693	1.1955524938106	0.531409833374554
UBE2M	0.8264879729006932	0.8305247249790413	0.5443788188629602	1.0157966659138844	0.9569287821996951	0.8276114692954719
KDSR	0.2764950121883731	0.08531448319308897	0.6669452821402742	0.0715952862141227	0.37973623679418333	0.6256930964685946
BIRC5	0.4983977903260304	1.1374916130892399	0.4735032343586179	1.5138106429706186	0.7851083136906872	0.5185932449648372
VPS4B	0.8664840031972235	0.46654161680282413	0.7140583870507076	0.2262808293937743	0.5811356368786461	0.7198585966377563
POLR1E	1.9227545869362905e-08	0.6114010422816161	0.4417818758492174	1.0629297902996435	0.3910897934760943	0.42105099469597257
NPM1	1.0587478059981852	0.9427318039456822	0.8772120099369087	1.1324280040120476	0.9893284363632496	0.9192231590794384
BARD1	0.1061272525118809	0.2874972979398478	0.12431320193920466	0.32872894560043997	0.03816052702876305	0.15842931985925715
GPATCH1	0.32925597115695815	0.38562404079992124	0.10279593179103981	0.20604899446081237	0.1436190640513528	0.06701915674558795
L3MBTL2	0.2629557699329135	0.3675347889888037	7.705364578239241e-06	0.4682515447450268	0.5344825815978096	0.40752182124252806
TFB2M	0.3064054464851806	0.20438454238144332	0.4309145997335198	1.0603050355275434	0.2783158277787192	0.7947267874456921
MRE11A	0.3512932217261669	0.5690396904769828	0.4942327020296505	0.6628614004251846	5.984522070020912e-05	0.21669574924409937
CENPO	5.483528582768868e-07	0.9839547631160445	0.14238303317642456	1.063482228242647	0.5449269092449532	0.12548362192728252
CMAS	0.7982873884850334	0.4416524221984209	0.747590054940846	0.9151191657279449	0.5533632890098387	0.896414882707829
MAPKAPK2	0.9387032618478137	0.5688602015772489	0.5359861409983064	0.3744943177264146	1.0096701653161317	0.34565322222205475
SART3	0.5748614727797301	0.823893654988751	0.22515124933469563	0.6856139059653245	0.4832114305603983	0.5240500844308951
KLF5	1.9471762704841464	0.023590852519115732	0.15765889603875452	0.4595350180792049	7.649164117756253e-08	1.9850774969814706e-15
MAP3K7	0.1299976207013182	0.3671989441890739	0.7471090577249224	0.2269694473570447	0.16668029173329743	0.4740867486469038
UXS1	0.5765224152903041	0.2128902876713223	0.7163407134752519	0.5594564710532685	0.7672206317304929	0.19790834132486623
NAA35	0.43510543563480203	0.3046252035036765	0.4402555977366702	0.46751085904712464	0.16472310421068842	0.38650758455057677
RAB5C	1.007781637546601	0.7751479368313482	0.7672769429483064	1.0117311216652913	1.056534617834349	0.7997999939724897
MRPS15	0.5393542325494267	0.46689663650984026	0.5367027584545583	1.1677254273444002	0.46500373244526794	0.5821653017452425
TSG101	0.7999327042626234	0.3762604705786187	0.7648118745168745	0.35186135933508733	0.5927182023340392	0.7437076150519003
ATG12	0.15624662712913454	0.04589379342309828	0.6801021120053478	0.20324797283500118	0.19113090500978583	0.44544893853875667
ATG3	0.43668091711720386	0.19642299635617513	0.5162514796602306	0.9091331469669258	0.4904199243129312	0.5624065492154107
PSMB8	1.327861741686324	2.894628585065364e-12	0.8190805839689329	0.35350321143263935	1.1354409054355603	0.01263453987573284
SOCS1	0.0985394590410853	0.1124354082973197	0.0961115031967622	0.047579089028100256	0.10111848907367846	0.0053310834133539165
VDAC2	0.9392277223231462	0.7948599835353539	0.8896797379361133	1.104518407198271	0.8192600993519294	0.9057034821757648
JMJD6	0.07812644426128788	0.2998112787141063	0.21933855168975408	0.32873003535989603	0.3597776028633511	0.24400912021958845
EI24	0.8869525976710181	0.7279436782178195	0.7830440919135158	1.0611394176857034	0.7105530370200169	0.8519143003771186
MED24	0.6797822555396419	0.8771505880418198	0.20541634137914797	0.5723893980219531	0.631548027911787	0.3837291752617763
SAMD4A	0.05165416579912246	0.03229174548407278	0.1599024998467504	0.08986935956677043	0.11197018080254831	2.2477140601242947e-08
TMEM127	1.035498171268544	0.27551322791092603	0.4281263570172289	0.07712324257681076	1.1065494050043296	0.29557419223265835
KDM5C	0.820582075470507	0.7814204400185609	0.1545223200641807	0.17079669188157162	0.9512706951393013	0.6808199945858612
GLRX3	0.6720832684872959	0.5571139893530267	0.8775939458452191	1.230758922867793	0.6159352919080472	0.7481804053336653
TNFAIP3	0.29442144078900584	3.6299230542571064e-21	0.8822710355749201	0.1337357463015574	0.15170476916594983	1.932260673087087e-21
SRCAP	0.8990629087277927	0.8138240540229315	0.13408482228131305	0.2839130956847191	0.5417486929666546	0.3869785224614279
PCBP1	1.0557075212916285	0.9455864935122507	0.8306442294214378	1.088866519932179	0.9919788704189736	0.8919898375540901
MED16	0.6257805040275944	0.7341838918212669	0.22373608533954478	0.2555253632803832	0.7286832633679128	0.27893080760775524
SETDB1	0.5376252754554111	0.6157212087729955	0.03897596462630327	0.002813813638906572	0.2511596988949452	0.41500939224216615
RB1CC1	0.3776271659456588	0.22914373886061665	1.075969010084231	0.045243584391147	0.0015745107850949857	0.7891705859919285
PSMB4	1.0492027124999923	0.9415323786823528	0.8513539691341936	1.1216282268752227	0.9979782175788967	0.9119479547496951
DNTTIP1	0.7488109178119574	0.6592012566134832	0.5523276260989516	1.0132253967099765	0.6735657363529431	0.19697184369351567
HUWE1	0.9162778101268875	0.9518971986486378	0.4174953930368622	0.5020582780593816	0.8383894738089932	0.5955163250049593
PRPF3	0.5553386050185706	0.754555132954339	0.26788267789263454	0.504151048560033	0.3837164220924025	0.32467788969708583
BECN1	0.8967202596881071	0.44899729226519014	0.6386471474647789	0.6894966536794772	0.9394344318698283	0.7052975691892399
TNIP1	1.079495151718001	0.3367878119374253	1.129249220182003	0.5163288656065983	0.7170253621985333	9.87307664244934e-08
RPL28	1.024044389139155	0.8544335379251374	0.7796718813255463	1.0950808799614418	0.9599528784162876	0.8137082622753896
TAB1	0.3707627813333345	0.4478537032167506	0.0041047890858320335	0.18395624114198023	0.43261241754919194	0.2720259140850718
PEX12	0.1380809680774371	0.0530708136261506	0.14920700070509932	0.06697726147153055	0.17870570945079417	0.22210388445692011
ZC3H13	0.29189815034004085	0.305665847071342	0.27013929903815725	0.3803938241903722	0.4733634490483127	0.7376234104174345
ATP6V0A1	0.6493224464307091	0.4980882739123932	0.21341006497971973	0.000357455385561552	0.6333004168392058	0.8984192134960756
YEATS4	0.3317786189297035	0.44128962762338136	0.45962268402214196	0.870667413019167	0.0010439445714444874	0.8592659333566178
GRB2	0.8234622947605423	0.7610506853234694	0.6081127011970179	0.8476706792199616	0.8497312200678866	0.7342228286776937
INTS3	0.8413509077034035	0.6937626955040691	0.29725911781445713	0.30792167640790236	0.7525597913571379	0.6107028924135405
MBTPS1	0.9262175798393043	0.6538236264342832	0.6672325673626529	0.39310043706442444	0.9585779326641919	0.48268438399388686
HAUS4	0.8909481224246688	0.6841411355738207	0.3260105869784328	0.7843880481990203	0.4265228473007305	0.28971758348170173
CSNK1A1	0.9687751163843868	0.5322586278394955	0.9359084199643087	0.8423919385928926	0.7524883782078089	0.7937969931498385
IGBP1	0.9421498610392911	0.38006051957056874	0.7454733059745712	0.5589861872691728	0.6385165671016783	0.741337259342707
MED9	0.33438709855993776	0.38736167631093643	0.05264188609510864	0.2524690482539692	0.3742506469395339	0.2686105327505105
UBR4	0.5449176904653422	0.6938434255283112	0.4369980670395959	0.2808624805542406	0.6435263639456021	0.3434501494383024
YBEY	0.18164935286574846	0.0013678986475469017	0.27579924998863287	0.28036381643676567	0.19251742786611223	0.7546863669778143
RFC2	0.3880035061099953	0.8714537039733263	0.06879478036133924	1.479109173734082	0.6831247885657568	0.4620255589883873
