Name	C0	C1	C2	C3
TBK1	0.2988446659726981	0.4505849398929223	0.4467711793074897	0.3996762636100493
ATG10	0.08369202494904471	0.0746145499790754	0.07763987114425334	0.11761784260255238
RNF31	0.43552035657401506	0.4435111268768367	0.5695193096901056	0.30293904404511646
UBE2N	0.582258246454184	0.5483681765467829	0.622389553578206	0.8582911377906485
CHMP3	0.5090006972399415	0.8382491053960786	0.7803489048496431	0.33258921399173547
TRAF2	0.18960305340173697	0.20882142494989028	0.5194533104977846	0.4717317401072337
SCAF4	0.6033561887458504	0.28758326251058347	0.4558355973982033	0.4755664060593124
STUB1	0.57273361229106	0.8846997281867949	0.8238865946575405	0.7472803075168323
BCL2L1	0.5118659084660336	0.9341232611731626	1.1349305660381135	0.5325456499359104
PSMG1	0.2997834841311759	0.39335468613288804	0.5232513042764211	1.061187452061458
EPG5	0.2354973900675016	0.5078294033288924	0.05149261987123534	1.9449275417545256e-06
ITGB5	4.59935717571838e-16	1.4067702757707548	0.8186963032658724	0.3714665850706052
DICER1	0.4636366031469669	0.20402529179588627	0.4519483330862096	0.21293340625515694
MCL1	0.7900456720180888	0.9997247203638776	1.0054118063527213	0.849003104614725
XYLT2	0.210656185351183	0.7185529827822049	0.39983866221238373	0.10907611177083919
IPPK	0.20188099076432545	0.2176523907079355	0.33590928769621925	0.25040513405844156
PCBP2	0.8422264736965803	0.9100060505088186	0.9952334888237597	0.938771419784336
PTPN2	0.16930253103842435	0.20809354053421183	0.653324115937374	0.6196676052441092
VPS13A	0.3095223759844395	0.21599603390208685	0.2333553913080295	5.752446368378511e-06
FITM2	0.2265487549516472	0.36840180939857575	0.2005278314761723	0.09065321462950582
IKBKG	0.07766742840483591	0.27196887456631824	0.1690495185410895	0.1517335089036978
RBCK1	0.5497570549130415	0.9794035156474774	0.9533643358857904	0.21686748044994633
CFLAR	0.08621985563249121	0.4355253329676343	0.3555557922624028	0.0022843164650878413
SETD1A	0.4400199196267569	0.14841107668311473	0.2852744831254656	0.2986430072617415
CHIC2	0.361182424756502	0.7109145747946223	0.29117750394011355	0.04431103490384899
TCEB1	0.5296463466213328	0.7907549546185411	0.7573941352790461	0.8685159873834492
RGP1	0.569527746223848	0.5405441257546454	0.4711896848424295	0.04763764195239259
TAB2	0.47337940243979065	0.7383087986255544	0.5407820702258707	0.27866185039165237
TMEM208	0.5335830639495569	0.8364472630971698	0.8839209759044138	0.7068829000190511
IST1	0.7529326002666898	0.7810396242120692	0.8885129456666265	0.5317862025340334
BAP1	0.5527028335760699	0.6422281675446573	0.46181995844883683	0.7317577230797971
UGP2	0.46073099689413605	0.9206622488998529	0.7775009645208173	0.6291805272927629
NCSTN	0.6663641143370879	1.1077657406258306	0.8092397267842208	0.3859145584846604
UBE2M	0.7747249668191467	0.8204159243639043	0.8457573462141242	0.923680211573311
KDSR	0.38004425669431574	0.6082081871243217	0.2942240923337167	0.10273291408011037
BIRC5	0.6160208652143284	0.5783013418484092	0.7576806045639268	1.3786446163889587
VPS4B	0.6550899896115064	0.7618579418621267	0.7066198319525889	0.24679627305071097
POLR1E	0.31097605146099877	0.35187107551588187	0.32491576917076914	0.9889607930037382
NPM1	0.849164255750255	1.0131481888228653	1.0757470616976041	1.0210599548207095
BARD1	0.1649454157982808	0.051149178408072614	0.1831449724788081	0.3036229879930405
GPATCH1	0.21774707609131655	0.11482125176500678	0.27176718463878125	0.22514730093324942
L3MBTL2	0.39772475770724497	0.28931527979963456	0.27612769043766583	0.4323550312150294
TFB2M	0.3246148258598701	0.3378931308132828	0.5752253752470518	0.8187525211587158
MRE11A	0.25828424681426615	0.16955918021891553	0.4927539948057901	0.6018656739309721
CENPO	0.38877331959462685	0.2720931732407222	0.25984662719530754	1.040972146982956
CMAS	0.5706317464103591	0.7030386672342147	0.8723657395382475	0.7488335682362185
MAPKAPK2	0.5288745004026644	0.9272192395821746	0.704908299785127	0.3601998588285491
SART3	0.646187170764147	0.3585643124352408	0.5736390018290978	0.666819840426448
KLF5	0.06464022435948037	0.15114730795232592	1.4569502652683455	6.575697690410533e-07
MAP3K7	0.36210961574272865	0.47450403645479217	0.24870305679636354	0.3058475646574413
UXS1	0.15539790084245897	0.8545546899692096	0.553972540361607	0.43941928058864255
NAA35	0.2827869587302395	0.30787876685793314	0.4804249137780673	0.3857953433693438
RAB5C	0.7344831940263837	1.0172337350224598	0.9835302862022637	0.8894798403505086
MRPS15	0.3263407588053911	0.4769589083674785	0.7328241055701928	0.9724326069218325
TSG101	0.5809658056653867	0.7825182055010766	0.7075496098243259	0.33209537421818125
ATG12	0.19151526342380373	0.4657215299070838	0.26143011944324107	0.20186001625238642
ATG3	0.23907471371417605	0.5300097810469623	0.5992121169613835	0.7022925526702296
PSMB8	0.05704283533997426	1.224493427517096	0.9564001017355019	0.14841938540142796
SOCS1	0.05721537919937276	0.1096875402692056	0.07582307862157196	0.06413356624442525
VDAC2	0.7445535579509579	0.9151995743815462	1.0100822395213314	0.9696455012637775
JMJD6	0.24402450993663333	0.3079116277925183	0.14645041905355366	0.3361621381806314
EI24	0.6850601666919124	0.7944834935021021	0.9596680766718562	0.912992849787888
MED24	0.6496739229578006	0.45834507145434955	0.5827512888888632	0.5786115352705327
SAMD4A	9.326724298784531e-05	0.15143842058323942	0.06611186193161285	0.07450970135507178
TMEM127	0.43067039433985627	0.9882637532841528	0.6659809563426851	0.05710038740814212
KDM5C	0.8899014619861157	0.6840021442443726	0.5477219969291337	0.29325195155341477
GLRX3	0.4715904902210779	0.7647332685722883	0.8811907890652259	1.0120408256391829
TNFAIP3	1.0543361416067851e-14	0.548380377951709	0.35037481545290095	0.030256720296575362
SRCAP	0.6866613880534668	0.3947165313601023	0.6486678706643437	0.335634601990046
PCBP1	0.8496573697010273	0.9937271897923105	1.0530228945714668	0.988325313589859
MED16	0.5917854263592052	0.5723102124446152	0.4458601360475397	0.3175953620298103
SETDB1	0.5964566178963683	0.160553167019296	0.35098511358240686	0.15337541905732405
RB1CC1	0.45754148716074977	0.5547638736742966	0.4446521509410472	0.17083574524898676
PSMB4	0.8492382166530539	1.0050987791137074	1.0614423073406523	1.014384201405055
DNTTIP1	0.3027580259123557	0.6315353506103597	0.7775127666777727	0.856050066649883
HUWE1	0.8203178715361092	0.7124467785877616	0.7367467400271872	0.5719917654481366
PRPF3	0.5228527829431049	0.3300997249937633	0.5129317649888779	0.5153555965129238
BECN1	0.5709085697356941	0.920326901796598	0.8125518188454575	0.5777604859828174
TNIP1	0.13178008155786927	1.0423232012630121	0.907946069147746	0.38518086372285376
RPL28	0.7564501522633073	0.9496695810404555	1.0289881965081178	0.9621289641569171
TAB1	0.4232185844120898	0.25884127927624834	0.2652708399917653	0.22131412623837032
PEX12	0.15247880251894422	0.19929688854975422	0.12763684854946647	0.059256751221662685
ZC3H13	0.5335199442228716	0.42565567427906376	0.3224506136047612	0.3783965201672533
ATP6V0A1	0.8578788216357061	0.5387081961269516	0.4299978016332315	0.13005665928971838
YEATS4	0.49391333583674757	0.16993061012448796	0.5740913089204621	0.7419766770954273
GRB2	0.709001143660313	0.8037580440635014	0.8125465082716643	0.7753061341139413
INTS3	0.7405668391465944	0.6198517250369948	0.6281947004009544	0.370672031314954
MBTPS1	0.6320026862265281	0.9628314585873519	0.7311657255807797	0.3988001146291765
HAUS4	0.4366859296245616	0.38944191453775645	0.8186440021415063	0.6330217267116368
CSNK1A1	0.5926227766063024	0.9340323835726857	0.9665883311714296	0.7078085655797376
IGBP1	0.5507613676565818	0.7953545526594498	0.857019142142488	0.4514223373764645
MED9	0.35374322159732524	0.2394288063663413	0.2694408706927335	0.27191937164835384
UBR4	0.547941408383944	0.61468065678441	0.43632819961357905	0.37740994954040685
YBEY	0.3669127440122801	0.2626022383069185	0.2762018814790813	0.2193352463369817
RFC2	0.4748553559345377	0.31476026683065417	0.6326274486798774	1.2713733727586027
DUSP11	0.1260375329945733	0.3107171250155463	0.35453434141077567	0.24422980666381233
TADA1	0.4443394263027707	0.05139311850832344	0.23657781985606377	0.23161050717454695
TRAPPC1	0.7870830231430116	1.0440382576561282	0.9936977574237362	0.9474883444600246
PTAR1	0.4457659102097604	0.4059234180535429	0.17261474907456795	0.06304052845389742
CANX	0.8277119926238954	1.0270540167733038	1.0676040080902733	0.97972387508674
PIGK	0.15050901873319292	0.7271925890314554	0.19374475029393196	0.3050668789911696
MAPK1	0.41468561039818136	0.5931031571617604	0.48189583024087457	0.5039103739825993
SLC10A7	0.07378945362925421	0.0693194923324491	0.11070182997414106	0.07027232109506941
TPR	0.7745662709641976	0.6861733132981517	0.7792724640998518	0.7736722059301067
PTPN1	0.5603218598614021	0.8516286709525458	0.7418197540437196	0.7589883937873707
HNRNPF	0.7870758528367822	0.8860357687353544	1.0493577804040775	0.9839895616792961
SRGAP2	0.34659644567081266	0.5161678818179296	0.15131700395762218	0.3448349456574882
USP8	0.4372004288681553	0.6455549395412545	0.6039987427624965	0.3288252018673905
