row_id	C0	C1	C2	C3	C4	C5	C6	C7
TBK1	0.03655819366159362	3.7812352477229374e-20	0.08794708435818138	0.7634258043837351	1.2122108601950483	0.03345099729045986	0.6769692608576392	0.8541697230449057
AGO2	0.19168258000472224	0.18593699238295933	0.3432066514451503	0.8770419058241484	1.2122839945653072	0.07719114214934676	0.12119559518877605	0.21360889905117703
ATG10	1.3434785942825985e-19	0.024744021509265402	0.097343108511272	0.38111375532513125	0.6237366493228322	0.9110535342370911	0.0803459989052981	0.6466534598207816
RNF31	0.04405301104057187	0.2150149328579416	0.2752888435164288	0.33671105796958417	0.5374688462102307	2.3455444392311618e-20	0.37175914425087314	0.7707349810437656
UBE2N	2.2159272158807522e-20	0.572490612809391	0.5666531629062849	0.0979486761999104	0.29656446341626524	0.33046542508612897	0.2181507413955524	0.2072769244538037
CHMP3	5.26858144194331e-20	0.45373737333288566	0.7173518740048009	0.402818933610248	0.6456894038216633	0.3740100484275937	0.3804460151611957	0.10804644783680376
TRAF2	0.30878832173627097	0.7541078211021202	1.4185960794594217e-20	0.8908395439157308	0.5307558535169619	0.10575695823470958	0.08427524466444189	0.5317961784160118
SCAF4	0.15011537246939952	0.5729261302661875	0.10282290510498457	0.1817553358203852	0.6329053418089242	0.7195883320399493	0.20970037861678373	0.5792272785054896
STUB1	0.1972876854187467	0.7429967518706709	0.3777849330927268	0.8296896441870452	6.421030132666744e-12	0.24460724911377194	0.5468644325105135	0.08751537668006311
BCL2L1	0.3060983069608507	0.013466854766507648	3.858912583684432e-20	1.1408393006614692	0.5621947725992691	0.7030712910620239	0.32460927580936066	0.2754147904791179
PSMG1	0.09063992668689122	0.38168014353272617	0.5431171054870993	0.6677846470446477	0.8447362295477591	0.07699060487591002	0.4569760616991165	0.6755790403721832
EPG5	9.864436952989256e-20	2.6215835957501962e-20	0.4903829996202965	0.28804050514479645	1.2129600337606958	0.30365418908027425	0.3303491156912603	0.8941741036208842
ITGB5	5.285381150128623e-20	0.5448051795464276	0.7000500361160988	0.9391786239735469	0.616460808439031	5.0597792888359424e-18	0.16244003821417596	0.7190113333395833
DICER1	0.4448385738267256	0.27255985877466865	0.205586253770037	0.5671901843286847	3.846687633227393e-20	0.5038462405838736	0.5118619105750872	0.1268580730430575
MCL1	0.43374026860411113	0.029921814360287326	0.23797141893210125	0.25791541719111905	1.0935915872034399	0.675442937490599	0.6569317329095412	0.8379058136199365
XYLT2	0.6006971202886631	2.6730900901592437e-20	0.6528343013074822	0.3390365324957265	0.12335596839514353	0.362827979344503	0.9904143267204847	0.9722530027098235
IPPK	2.6979491179244437e-20	0.6892565466285641	0.4964723637058212	0.08301394532189928	0.38182607502337496	0.4530861375015918	0.5819482422335616	0.5634835150090557
PCBP2	0.46990148447055446	0.0630864500476643	0.10823470420399466	0.4219686822473576	0.3515589408242283	1.0327746967052567	0.30380802927085804	0.3032067965325128
PTPN2	3.694852146627455e-20	0.4824394731030111	0.023450558827199226	0.7483917183370908	0.6493229237751887	0.5315505343035032	0.26459285745978245	1.2786347470636022e-20
VPS13A	0.27477841981046486	5.590097631054093e-20	2.266159568850632e-20	0.9477522023947276	0.46186746154047525	0.797287512088764	0.8684565459202506	0.554426685902491
FITM2	2.944003840599559e-20	0.06598981017140698	0.4729488698953883	0.19654830378015253	0.40769293526446715	0.3156136776978613	0.7602010858289248	0.9024778269152783
IKBKG	0.3909210106725362	0.8187736233772366	2.3055604136005067e-20	0.6819123415858122	0.40551149870802705	0.08578438166499892	0.5545772433330542	0.5034470772643146
