row_id	C0	C1	C2	C3	C4
TBK1	0.5809928792990553	0.5567658621608199	0.031928995878987544	0.9629283297005913	1.9932047091349685e-20
AGO2	0.8458229434713632	0.19571428094951113	0.3903581662073883	0.33076615234333395	0.22927596870308653
ATG10	0.24361010857711635	0.08427347129442479	2.0483705046868807e-19	0.6827349010675613	0.6164710090026387
RNF31	0.39691583670516806	0.30656402016434675	0.2064491108030036	0.6815555691905508	2.1516604785689865e-20
UBE2N	0.11295567015204469	0.25588173985704865	0.37445696762058617	0.24771650453618185	0.4816742478916311
CHMP3	0.46307131298484977	0.3994299594905045	0.47682831285164323	0.13441566871350225	0.5149832999202915
TRAF2	1.1313081865414267	0.15183871609563232	0.02594752727987707	0.5349726871260996	0.09476277175849256
SCAF4	0.20190567853755864	0.25018702497515827	0.08758574646593438	0.5611680454288527	0.7349598890544629
STUB1	0.6541426542491118	0.6307542617789034	0.3468438681453853	0.08005115431698305	0.20872382457666216
BCL2L1	0.9345153110489308	0.21585233343831353	0.05525913363276467	0.3437846957514913	0.45226075421100614
PSMG1	0.6421802706765971	0.4063641332799485	0.48896058826863176	0.7001357789378756	0.12558718403479244
EPG5	0.16405527110567783	0.33417531238641496	0.29805221525585723	1.084194889577999	0.2639555750541926
ITGB5	0.9748429034413797	0.14103383596761437	0.4791943277347513	0.7130332734285804	0.10012906446875328
DICER1	0.43821061187799987	0.36269807626390393	0.3844113792209817	0.1038649504673674	0.38919789917420455
MCL1	0.17226672753235367	0.5647497930459409	0.39236639081968616	0.9091102574531856	0.5029485033166198
XYLT2	0.20834135391048036	0.6690108289596635	0.6617439506363445	0.8897403812702045	0.2305927381986557
IPPK	0.09621080655224709	0.5930387815856647	0.14568094081400332	0.5166960295786208	0.6271261541557475
PCBP2	0.32536356626486196	0.24625451131866288	0.2627727278851861	0.2674066021759996	0.7713936520433106
PTPN2	0.7908784970728538	0.21532367474251043	0.12086522546143212	3.670681217685096e-20	0.45984528033763883
VPS13A	0.7008702170079728	0.6090205847947727	0.07052003081174694	0.48581086626190645	0.46551710624387216
FITM2	0.11023323456334917	0.6274947154412014	0.25654085469347493	0.7627854298214987	0.2048522706426797
IKBKG	0.8344629518569583	0.5018427707728398	0.07258191954127559	0.5643303770153609	0.0790536525471482
RBCK1	0.55684623735019	0.2362624478566407	0.2603994052057734	0.7560495491717708	0.000986459740017914
CFLAR	0.5147016131989494	0.7462419680219449	0.00823921031068087	0.6190095213966004	4.8549663101307715e-05
EMC3	0.6056634051345522	0.3485211985867356	0.14465285836378142	0.6821136521264717	0.17293390558074184
SETD1A	0.5350102220173165	0.05567277533244126	0.2964969542112156	0.5522263035595357	0.7193619140089155
OTULIN	0.627549741617302	0.09207191005783656	0.10060794352140247	0.48897055789653804	0.44325705936212595
CHIC2	0.30545284149691637	0.3196871908366953	0.09276016689899463	0.5202746057497691	0.7404392889895702
TCEB1	0.8811362054919617	0.18577552027248667	0.4210128236883357	0.418166043720911	0.30900113883159314
RGP1	0.435098108870831	0.5579071217559904	0.30631907396898117	0.42964439115972175	0.6495791691909559
TAB2	1.062611560844902	0.360352306996032	0.1706332124535035	0.5760995141142494	0.022379239921411997
TMEM208	0.3592258317312213	0.6279712204990537	0.3431460463364969	0.23674674687220726	0.1979877092850403
IST1	0.6449229547504444	0.6618858838174683	0.2864238826424469	0.502116400129289	0.05856379210653317
BAP1	0.17523341059517097	0.2190045089741092	1.057684249201985	0.0205589386471668	0.753609903302681
UGP2	0.3444983575234787	0.8019910308565039	0.5287569842681517	0.4211506030948412	0.33342485449967446
EMC6	0.5430330045812107	0.36278858291379146	0.33702156600380967	0.774037659188674	0.007600265528570795
NCSTN	0.10395616114916358	0.6283841300925425	0.005593896823668962	0.745730748965696	0.8424862730127034
UBE2M	0.9081924298206641	0.3757754372656237	0.8663245941159112	0.10223547893321747	0.3212839154193273
KDSR	0.7372798764703804	0.10641510998846718	0.7614361800272597	0.04233427856891166	0.8688732870233777
BIRC5	0.5726720678807188	0.38023271792440927	0.8307167996476242	0.20553465844287544	0.5306949749117337
VPS4B	0.3161459494888584	0.5295151804213784	0.17661272265391792	0.6697572091303547	0.2474510471330683
POLR1E	0.4755707391191429	0.250279187446399	0.7768197389725657	0.2666381995449264	0.6373811852664178
NPM1	0.34293151970726815	0.44044464368397135	0.46637676315127385	0.46937645147874074	0.42497334097449385
