row_id	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9
TBK1	0.027464603394157884	9.973682688077731e-19	0.5984714093297043	2.1411278339602828e-20	0.11848365370777877	0.721338059873227	2.847074643505485e-17	0.8758737042574407	0.9345618323497252	0.9837651043500706
AGO2	0.191103796411042	0.0064693355938249	3.450551917126496e-19	0.027014445896392753	0.107960965122593	0.7557638440723725	0.8731973598283161	1.406690696321636	0.22683218329847052	0.33163801500442486
ATG10	0.04648784528555597	5.753250025031467e-20	4.557298826333731e-11	0.82472470234013	0.027796694464749718	0.33568065965926847	0.35332321495840097	0.5993896157465424	0.7625866241219542	0.2743487196081416
RNF31	0.2835441179300752	0.32425300018482267	0.5092890277850275	1.601333762360256e-20	0.06839596032602431	0.22037066662548901	3.164923710197108e-20	0.5919942086773317	0.8328811413587016	0.33590913301210645
UBE2N	0.47061588392914133	0.06928202694366321	0.6476621185281329	0.4020185172940984	9.051578057573073e-09	0.06397813233102277	0.2790765125480169	0.26414861097465797	0.24283383012893447	0.42267881535644614
CHMP3	0.4963498802819457	3.79448644526004e-15	0.6253270615269035	0.3555050400324922	0.048451545640477434	0.3270997705267294	0.5000313309007983	1.014008841502698	0.11076621217239296	0.4233197785463659
TRAF2	0.7950424344771236	4.020931450676329e-20	4.9434963825867915e-11	0.06551565397779266	0.5178064881602973	0.9062703676792438	0.12718333595730522	0.5646661853268204	0.6342381045922573	0.3698665973353653
SCAF4	0.4970116703558119	6.774678427886508e-20	0.08887832398627477	0.5149158084224611	0.339283537939764	0.14201706141173404	0.3148720121560805	0.8347566436268781	0.570095956138618	0.5853797760551005
STUB1	0.26952851485975104	0.004278437413858474	0.6188543189086492	0.24177455888766797	0.20486789442752393	0.7486157643535983	0.3226372640803865	0.011027403667294778	0.1023421081627618	1.1050320384598413
BCL2L1	0.11544125624429487	4.1713512949285756e-20	0.3837367576890852	0.39637477252252956	0.7338846928282752	0.9949734998051987	2.9482830910084684e-20	0.7508893430713881	0.2952882834839489	0.36635974289840845
