row_id	C0	C1
TBK1	0.7802675991618591	0.03173800361178279
AGO2	0.4469283851737718	0.3027998943162582
ATG10	0.5886102558736829	0.05111652325944246
RNF31	0.49167409547601754	0.11555714318790207
UBE2N	0.256973298824079	0.3305581182058543
CHMP3	0.30414531742357853	0.4753728819048489
TRAF2	0.6790165125075418	0.029298550648956073
SCAF4	0.5939328655830567	0.13166250917185418
STUB1	0.3775888711737165	0.35678192191625613
BCL2L1	0.6895537857011536	0.05465080734109001
PSMG1	0.5817633716300791	0.3208183625637163
EPG5	0.6232068284109264	0.22310920229782882
ITGB5	0.5959453168538568	0.308518833470011
DICER1	0.25458135544027216	0.40140514022404666
MCL1	0.7027512098362858	0.2998783060605095
XYLT2	0.6578880673976281	0.379215652180472
IPPK	0.5686395791724699	0.22076874074566874
PCBP2	0.3903965957668395	0.354411511041178
PTPN2	0.5366886771573213	0.04469890340745868
VPS13A	0.8026558392657978	0.08335943345518645
FITM2	0.5808143163292223	0.19077886594031027
IKBKG	0.7073684793134027	0.05848027383163866
RBCK1	0.5294204105436422	0.15795461935401647
CFLAR	0.6783673551064409	0.039296754914246675
EMC3	0.6392248763472473	0.10260661547680423
SETD1A	0.5557798663584174	0.2844845222423097
OTULIN	0.5591661168852204	0.10762612621065488
CHIC2	0.6391718907889709	0.1366306903872982
TCEB1	0.5126489462183235	0.32454195492824023
RGP1	0.614389800262246	0.3147795673438763
TAB2	0.6971793120016259	0.11257655416195893
TMEM208	0.40901832974848196	0.27199016713836793
IST1	0.6111642634237002	0.20520019580444862
BAP1	0.013636317189906808	0.8840575260750084
UGP2	0.5312856065659666	0.4164409851050404
EMC6	0.5750131593829055	0.19574151771839868
NCSTN	0.807793975378045	0.11786349363235861
UBE2M	0.27620730253020204	0.7106818733129227
KDSR	0.1829431171024676	0.8113862375940034
BIRC5	0.28757068915611816	0.6980149341363606
VPS4B	0.6042816534884539	0.14857695531254633
POLR1E	0.3098170574839122	0.6349902664155552
NPM1	0.4803967176435401	0.3562327096917336
BARD1	0.0999070965116194	0.8038073640738698
GPATCH1	0.23203692865057046	0.7759617725316359
L3MBTL2	0.49897702207860534	0.44581324991606297
TFB2M	0.07748234469233435	0.7947142313113635
GP1BB	0.5199010869628407	0.539925097095466
MRE11A	0.09397802690225887	0.9910202077074217
CENPO	0.36402972827827357	0.43857320463172283
CMAS	0.26144160344636264	0.4643199151122263
MAPKAPK2	0.39975876417846634	0.4320838575628234
SART3	0.5252853484681175	0.6166423944881367
KLF5	0.7445531752859391	0.2693235365311626
MRPL12	0.23368696341391298	0.6648328239578084
MAP3K7	0.6259503166634094	0.3015168881882992
UXS1	0.4896995581002868	0.34799333899118956
NAA35	0.16578114352301582	0.7696055273390232
RAB5C	0.5401814147449455	0.23594764459933226
MRPS15	0.4406778264035257	0.6698467374288706
TSG101	0.18779978819876073	0.6902908635741225
ATG12	0.7970462898247028	5.534710191914949e-20
ATG3	0.7042880461929664	5.771278197151008e-20
ATG101	0.7453265418603408	2.2319459055585403e-18
PSMB8	0.8634709549067945	0.18225965489561707
SOCS1	0.6873340354195836	0.023912178358909263
VDAC2	0.7701648349412847	1.0782404276144072e-05
JMJD6	0.885876476195282	0.035586368853086005
EI24	0.5582666564875988	0.20463319087501014
MED24	0.5357787978243981	0.19698905785454016
SAMD4A	0.4890958232459736	0.5480697729636989
TMEM127	0.5599612116249719	0.14271014747715374
KDM5C	0.6520886196393612	0.4175147490854263
GLRX3	0.4225794761868713	0.4631700613357726
TNFAIP3	0.8608083057968945	0.023423951890155992
SRCAP	0.07814523331912467	0.8991289683897224
PCBP1	0.43575654987602536	0.3947138878144389
MED16	0.6324834737969194	0.3046368469605396
SETDB1	0.5867514030064473	0.4192838082137586
RB1CC1	0.7540238425869125	0.04131516988618812
PSMB4	0.5046205675850695	0.4351356792148352
DNTTIP1	0.7845867161275552	0.138594359088973
HUWE1	0.49702531642571135	0.6452616409003437
PRPF3	0.6594952551468062	0.29056891965256165
BECN1	0.5781759857128003	0.288596286274965
TNIP1	0.6524420775123471	0.30194050362638575
RPL28	0.06891934650780769	0.8892347289165295
TAB1	0.5898088164247295	0.200429707112881
PEX12	0.5680319801454974	0.4106975784814011
ZC3H13	0.30563955398408654	0.5991647102274084
ATP6V0A1	0.44841968184822945	0.5019196185005939
YEATS4	0.27273782522563417	0.9343819333193889
GRB2	0.5215573468091085	0.4418237523349606
INTS3	0.594773489971732	0.3125823938181415
MBTPS1	0.45570330662462216	0.5817836169488023
HAUS4	0.45419757406950867	0.7688283212576713
CSNK1A1	0.16287288040543924	0.8454147238350056
IGBP1	0.39736583103089995	0.4989213542679642
MED9	0.45242807774112553	0.5034673418160103
UBR4	0.35744577210368417	0.5912977276889269
YBEY	0.3097969383874441	0.5354989709003003
RFC2	0.37104446036223854	0.5792723675351891
DUSP11	0.5891911554280771	0.3797165288128308
TADA1	0.25936028951429435	0.7115389972435355
TRAPPC1	0.2168678784041264	0.8071588070354137
