row_id	C0	C1	C2
TBK1	0.4451662736539723	0.0048838703013268075	0.894930613534675
AGO2	0.6196851191741934	0.25343457823567567	0.2752364643672665
ATG10	0.15828270975792494	0.030081645022251826	0.874813252734225
RNF31	0.22786528357121644	0.10452459587122073	0.6502850054688237
UBE2N	0.2046246706355067	0.3188785571004199	0.36107074521145294
CHMP3	0.5678277107741603	0.38415679150413984	0.20252138117276575
TRAF2	0.6689805063880913	7.030627031627701e-18	0.4876097893611072
SCAF4	0.25939397191152413	0.12167963324465349	0.7954752386630211
STUB1	0.7817508928613485	0.20898321667854916	0.11827293361099668
BCL2L1	0.7785669298277214	0.0453804094439235	0.37647474421234556
PSMG1	0.45174144604416755	0.294954050318617	0.6625184811101965
EPG5	6.914338162250496e-07	0.1922309966929715	1.1794720142835935
ITGB5	0.5490098420669469	0.277885409117173	0.5840665407430067
DICER1	0.5173032787595117	0.3032146713953487	0.15108277376614054
MCL1	0.15176096050027324	0.271548078164613	1.18055414953492
XYLT2	0.2039553412375391	0.3374306068828816	1.0952120798803981
IPPK	0.2346936230284876	0.18958632347914733	0.8374551388072979
PCBP2	0.3738842452230258	0.3163876131199886	0.44716774595501335
PTPN2	0.8728090263610574	0.04548175921675292	0.0018625875131220854
VPS13A	0.6924741386660913	0.056199781878859455	0.6911475929004777
FITM2	0.13639221277097713	0.18342219867704712	0.923673375619234
IKBKG	0.637671185944294	0.024572523429000747	0.5855066746489304
RBCK1	0.31554051638242286	0.15057444934308287	0.6337492039694204
CFLAR	0.5039450942586293	0.005690798261242584	0.6702697079518745
EMC3	0.4491147264298668	0.07825116081154336	0.6761481657489332
SETD1A	0.4583643412587001	0.2663046212915242	0.5885471026271962
OTULIN	0.4743758990420402	0.0851570528107293	0.5133162355775942
CHIC2	0.3351127285951999	0.11617382861240051	0.8057653728983296
TCEB1	0.6347231632323506	0.25481878503648	0.402355098678743
RGP1	0.5779132127620321	0.24838397971926773	0.6276797862745508
TAB2	0.7175914999220563	0.07002904342609749	0.5143269045591954
TMEM208	0.4613038454091634	0.2135121591474457	0.37716308494911227
IST1	0.6281830759383009	0.1460556837816459	0.5180234676673635
BAP1	0.33296742723870354	0.8966816716042042	1.7050989610520334e-13
UGP2	0.4817992910217101	0.33726130038013175	0.6426247506506586
EMC6	0.31648345521247534	0.17974208992587806	0.7346014768947168
NCSTN	0.13622756382943385	0.10770407625780327	1.2838313601857514
UBE2M	0.8084512193211504	0.5169947707413743	0.10769823324854172
KDSR	0.7473108946972639	0.6375374168821017	0.03098258421703233
BIRC5	0.5850704900923667	0.602055130799493	0.24817179998287303
VPS4B	0.2959861670635287	0.12292077837379739	0.7985832536611054
POLR1E	0.4887240473723649	0.5728360255691612	0.32523939193534085
NPM1	0.3532578215730984	0.3352646327557099	0.6031572585583314
BARD1	0.41094077382695193	0.7169431164963425	0.14521159573461837
GPATCH1	0.48244109704905186	0.7153221470192884	0.2530753627025841
L3MBTL2	0.3217790363525782	0.4188969931033957	0.7096843327138107
TFB2M	0.30910722493172715	0.8190395565201573	0.08560532530050068
GP1BB	0.21849727241934946	0.48497264433587517	0.9231134460222572
MRE11A	0.47446784940426673	0.8775438643612348	0.17083633767514006
CENPO	0.46738188513763684	0.3957708217149131	0.3414683404466202
CMAS	0.6229030065732094	0.3231242104443215	0.12398046060189091
MAPKAPK2	0.6161227574545789	0.3672289016761769	0.2668518479816358
SART3	0.7412677865207656	0.5081751520274674	0.4684592218129319
KLF5	0.6610740048241923	0.22596194238057035	0.7166011949014905
MRPL12	0.3778842631220125	0.6697138216900811	0.24923071068824892
MAP3K7	0.6044865593380103	0.2515385727349241	0.595357113562806
UXS1	0.949382395358245	0.2225328408706771	0.10205794302330146
NAA35	0.01677201683272086	0.83652197365767	0.4873840340546356
RAB5C	0.49576888677427344	0.1928701221899772	0.5317279051081835
MRPS15	0.4278579736363088	0.6494880645603416	0.5780688706835422
TSG101	0.31064575506731296	0.6996321594146985	0.24750936175465607
ATG12	0.6154132800080948	2.2657811443618345e-20	0.7001062863452933
ATG3	0.11351198499324432	2.6256607038266178e-20	1.0748596639267567
ATG101	0.5659731637659026	1.4630527965450826e-20	0.6647566069127817
PSMB8	0.412191853869117	0.14424885582500077	1.1423416495212688
SOCS1	0.5203878709999005	9.969211110001392e-20	0.6510786229459692
VDAC2	0.45278889333113803	1.7625503222050416e-20	0.826935100244167
JMJD6	0.7197769013107861	2.186491328848331e-16	0.7943759010685867
EI24	0.12329271908243598	0.17184907153563947	0.9335032577838123
MED24	0.20322147269174115	0.18799502459141948	0.7806591771161814
SAMD4A	0.7095529887428644	0.44652561888830156	0.40612774054171075
TMEM127	0.6001563704960857	0.10693734788066214	0.4100336314087949
KDM5C	1.0018155947326923	0.31191673306905193	0.3266091388719734
GLRX3	0.28346128549134897	0.4443997679896954	0.6181899374939415
TNFAIP3	0.7538501999844831	1.6480184068900576e-20	0.6971893947040043
SRCAP	0.5506014760472917	0.778318653695505	0.0357739187371144
PCBP1	0.7129230686023421	0.3063496402541903	0.23739148189999876
MED16	0.46025010004514777	0.27357635581087697	0.7391588929649935
SETDB1	0.18966595111916518	0.38890436078692686	0.9923176180427321
RB1CC1	0.5489136682337835	0.019823244988903747	0.7380425528166586
PSMB4	0.629656077765472	0.36019080108072143	0.4430796010587464
DNTTIP1	0.6112694450092254	0.10427529716426814	0.7762030607695307
HUWE1	0.7889227898399852	0.5370213184138417	0.38085725521626057
PRPF3	0.5818568961304623	0.24996773187161858	0.6613917114149801
BECN1	0.727223550955931	0.23445446786045238	0.38382928117222126
TNIP1	0.6520925574314672	0.23780605721392803	0.6060428755197573
RPL28	0.7156765345455087	0.6283035183364931	4.841695102801202e-19
TAB1	0.6666548476412173	0.17176933669418618	0.40459236848983726
PEX12	0.6087222980848289	0.3524734958215212	0.544427921413474
ZC3H13	0.758134993872393	0.4579047402416406	0.10817447291012404
ATP6V0A1	0.5173679855333403	0.4418618720159358	0.4758977849930299
YEATS4	0.8494529787086982	0.7251187276353649	0.16308272964907802
GRB2	0.3962131401040298	0.37755336305323195	0.7098526300244397
INTS3	0.4795701047250499	0.2793200929982175	0.6602661549814577
MBTPS1	0.5392172157829619	0.5246974437119001	0.4928198956971678
HAUS4	0.4908957774504861	0.7069708183467915	0.6197326668695758
CSNK1A1	0.581824306361987	0.7266960792398944	0.12317204694276511
IGBP1	0.3100521478956182	0.526151225773482	0.5090053213555555
MED9	0.5512062793651223	0.43415432234087104	0.45791068288954345
UBR4	0.6698579294296397	0.48096218689360104	0.251591089134688
YBEY	0.3215079897632791	0.5652832246179438	0.3595964938853159
RFC2	0.5226396767621901	0.5316596851732112	0.35501445350309047
DUSP11	0.45930688311900947	0.3660535774003667	0.6762094321481099
TADA1	0.5120371644373117	0.6430880705075314	0.2518312699921515
TRAPPC1	0.47700726169127045	0.7731693046486408	0.2150445758728677
PTAR1	0.4446334200049564	0.47469073227670966	0.4795682547014873
CANX	0.24851467074584507	0.5234823208465341	0.5788044276526466
PIGK	0.036086378737029946	0.24989320368708776	1.2287119951759844
MAPK1	0.49133599221218316	0.34721627060302157	0.36039969032694014
SLC10A7	0.19360971000640934	0.6420680232146879	0.7281899888401749
TPR	0.7356994206193641	0.16482259015761444	0.41844006290987773
PTPN1	1.0210082539702945	0.4064007555273726	1.6530146463956773e-20
HNRNPF	0.7555612159381931	0.44293722977652517	0.06718583393932126
SRGAP2	0.23840815603288243	0.6995162385160715	0.5625531108873225
USP8	0.5912216660434041	0.5929278527643951	0.2546627308146042
RANGAP1	0.21549624408487075	0.8351321977203919	0.43223158096768993
GFPT1	0.680356893938415	0.4740427513161803	0.098324532961761
COPE	0.45289345565995426	0.5696585420516371	0.8196169311855505
ANAPC13	0.5673770122083351	0.5323212710822796	0.1766989184603175
STK11	0.43296603202489753	0.5990869247091734	0.3819015844627684
SMARCA4	1.0139766669136134	0.28673984934614666	0.18520716884502486
IPMK	0.32111136465059337	0.29263822557367564	0.9780483503462655
ANAPC15	0.5327994250662926	0.28490956644887677	0.4692709855486978
BIRC2	0.7688306899750283	0.1876787501360503	0.672054636748345
RBM10	0.7241672242566877	0.5877249774399229	0.2646083874213956
ANKRD35	0.36836945485070555	0.6332013258570411	0.415556234774741
MTFP1	0.4495546112772025	0.4282389765459825	0.6229590484178699
DHX15	0.4343842127635577	0.5605019891663917	0.3974039344410388
SPTSSA	0.3521552048000009	0.6405816847117234	0.13569440661086474
UBE4B	0.17628376335686285	0.38230257063515105	0.7117482405801919
