SAMPLE	C0	C1	C2
X5a425ff0c21242dd543426597208a950	2136.99376187193	4772.6087312782	2874.56045337907
Xc69e258f8fe7aab43915d72d4842bfd5	3854.86259678324	2217.76033191078	4207.30701827098
Xd77c1f9d62e12082abb31e74d3c8d6df	1474.6007828965	4938.52550805865	3323.77555875298
X01b45623e3bb135c0446448c619c9e45	6639.83484510301	0.0327527101285014	4105.7956916177
X64a237d7f7f6096638bfab20b7a0975b	1402.43067213099	4855.70596022922	3491.33944877263
Xd15a6cf4a5cb803bad1e1018c3860868	7080.71878346356	1301.35009672492	2147.06340070606
X2d32545eaa2458ef0fb3f49222cf988a	2732.24530137051	3165.28462558751	4185.25501051514
Xa7b387551de3ed990e8439c16b16e051	5512.34659096606	2610.47387744799	2133.45711071889
X69e3512f7d6ff609c8b727e541e22187	4050.68975402437	2806.80570166486	3324.31875551413
X3e72c667849f46d12575de2c8fe1b73f	1810.5946636682	4723.33393097186	3249.96305343537
Xfa8012d58e6e95476342cc3e0d7eefa3	2638.79060995199	1425.34886144436	6321.72611963492
Xaf2bc83e78148af5d2a4ac4796d4f654	458.045486394209	4380.34122292399	4968.76321407653
X2111fa69962467ac3774495b34549ca8	3562.46702019633	1487.7756764043	5349.9192288609
X5c8076eeca70f8a7c44e2a1693e31936	4370.96482423808	2047.59793774781	3905.37306740463
X6a727ed3fd694e28e7e3c8df3dea219b	1263.83185908932	5456.74899934737	2919.52555246238
X499855b171ee5626422214dedd2abe64	1579.48978135206	5228.88582555839	2880.39031031646
X82e18c17d30609fcaef903843d59d791	2778.85143768747	6217.54419215987	551.50494980926
X6304847204cc728b80efa8eb1290a69a	1620.96548237628	5350.46678231929	2697.11112257696
X556c48640c368af6f43a861cf738e3c9	622.814024711372	5226.93088194973	3813.19968498659
X75cfd69ff98e0fa2a5db8989e77a57a9	5866.87269413662	1282.13080796109	3350.30658891643
Xdae1b2a0bb4d7a946c6090f4b63ff3cf	4843.35460803714	4531.55488227285	525.61487914778
Xbe6871919074c89a4a134d2772f8b338	4175.57359598375	1590.17215509906	4633.19747857412
X983637d5ccdddf029d4f1858eaef9527	972.609443418699	3955.11470563315	4968.19407455219
X3d0e882f5ba9d8cd36fb62661a9f2a3e	3254.99421656217	4942.34900272781	1587.58010264618
X45b90f085077bf19a0687200420aad0a	5823.56733330991	2620.98628235766	1818.38913044844
Xd5eae02dd41ea80edd57dd47b9c6fe61	2859.14354428149	3803.69184224401	3311.2777471868
X171f97d4eec5de4815cf607897a88f0c	1680.6259263052	4457.87134466503	3688.47085979841
X1dba533b49b13d3dce87dcb185810486	2466.81286383392	4653.2509118724	2694.08596154647
Xffe3f3ffcd97736a82990cc6f81078d3	634.054589299851	5813.43408348866	3112.73836413929
Xabf7e93504cc2e54f324e7fd1e7c5ae3	2579.28589687663	4407.95333621019	2873.07550034677
Xa0b271c0bf7021d54e2423c6cafdf7de	2488.41224053247	2841.49824168634	4803.08193168792
Xe72293cda67b6d1dd148f3b67eaa122c	3897.22952841244	1617.04483249015	4872.3358141744
X8052f165e6716be68da7dbcea1b38df3	3728.17150853504	3423.33121835699	2913.19203772319
Xf8b4c97e1b0ad388dbcc1389a8c917d1	2353.29181461015	3841.63956446078	3758.68100998462
Xef9793fca0e9a13cc375c53500e2d988	8318.82625046036	0.0133213022517395	2472.74692894915
X1fe6a3a7f298df27824af9fb32a1f415	610.532183822514	5282.73387973386	3759.54028606382
X00892b2a96088ee5a09b881368c01fda	1989.02654460628	4597.99428168433	3223.76799412216
Xc75f6b721a01befb3490288c36184505	6490.2278535717	3246.14472867825	434.987935150743
X4fa8e3d17fe0614389e39cf8cfcadbc7	569.826440963175	5280.40793073593	3801.86726632931
X0ad83b437ca02c81ce96b41431f58eec	5786.30323276581	1177.11159075558	3552.13936716381
Xc64192030a61c841728f4019d85f9c8d	3102.98949240364	881.07051776056	6510.10902363352
Xa9b94b18beed8e4ee8bf626c2f41e756	677.479359043429	4138.09603814348	5040.12867996215
Xc9ec93cdf458fbc79be404feb57bb494	441.964730357863	4217.68696176322	5175.63022822263
Xce364e38e480eafe53540bf89440fe06	2873.08871101276	3438.36842651687	3727.20999522009
X2db4e193504ffaff309e95893fb2466e	2192.90295467773	2407.55577805143	5600.67781644141
Xc5bda5244ebc014a1e9b8ec3b82ff609	4485.54514916035	4107.12223661467	1372.62674027638
X8a140e4066fb9259506e894e021e10b9	2956.50143294427	3670.29713327663	3373.40934534816
X5450a2f44a83967cee81bf8e9599ae30	5090.45217934214	2579.92170476847	2579.73182357069
X32be66e8f559cffac728b3bc63ddeab7	1346.55505853882	4923.96514616955	3465.43731038162
X38fdaad447be4708ecd1a3b2ac1b7885	7350.12381154418	704.461682844125	2586.76415840629
X571642d8d7710a3dee6da58737ae279d	4026.44873802187	2905.21098739142	3232.20565933705
X3f1980268b36d427000556736ffe5ca0	1814.89274667066	4304.98547025699	3737.61794981065
X3f3a813569b26faf2170ec083721b75b	816.492607470291	5309.0342650829	3528.29250100876
Xf820ea17f0159aa56af9c0d10f5c329b	1836.91399830275	5526.33795966696	2280.30406252893
X3080ff5d464ab4f495f18195a79efec3	3203.87598368133	3711.7917526579	3084.01684564414
Xe3eac6c3ae811b0f2d329190bcc32bfb	4022.4107466403	2124.53715743489	4153.93997865389
X8c0e6d6daa5b513664fa5cb50f241ae5	4806.47723765001	1129.62947825629	4560.9902877929
X37c71ecb5064264c046feb617faba578	2477.26497926169	4191.89841359048	3226.31325019067
X2670ad3a317ed910833dfdd6c8cd31a2	3797.91652368712	2803.08800249941	3574.5494799954
X41adc178a0c91e8182417308a2ead0af	4986.17508307801	1832.74570142894	3559.58170008915
Xbfc724a75b2df0ca789d38c68601577b	8215.75395567967	4.07689716345425	2568.22285194023
X94aa5f458f7a31eb62a73261193902c3	3464.63711168732	4076.33666535807	2401.80667372956
X869639c8cf3ec578813dc01d0be68693	1644.61302686421	6106.69700430654	1785.0409291875
X576a2127247e20df85ed680ced8925f3	4449.79551540349	4527.83031041621	912.789104271647
Xdb0d336db224827a56359f1b1ea13654	2034.81043741542	4776.01001187411	2969.95035291464
X3e5badf09c1f168d8e19efc1ebb54260	2290.86550993481	4644.30952983571	2875.7332425487
X14bb75459fb5c1a32548e228da504349	1652.63028506798	4399.41338147283	3784.42750236315
X7d4bc3496949fda54a71b36fdb6ce5fb	3634.15883784849	4237.36603473283	2047.60556340696
Xb847a6787ab5c7701c641462787e3ac0	1226.75517894573	4967.72900569221	3530.50930106428
X3cad782b3b82b0a0decac662d2c23ffc	6283.61602004732	1741.57305401953	2404.81330384258
X8cc1da58e4181fe5bc06b8bf8d61319a	2913.77051483273	3911.73807970126	3131.11919642839
X4e87ea75ef4ec88b310fadbe64482350	3037.77119440132	4010.21520282706	2894.73430424475
X53eba04ff3a0b1e2e6bda5cc55bab6b4	3086.19764122582	3709.17876254683	3201.54871586232
X48e13f7e3294458f4ec622516f632d11	409.141738877945	5597.63292519278	3585.20865709602
X4c5d2d4d935901608238afa354af9e31	4238.77810527226	4632.71364735602	994.728152692015
Xeb02b03986fb165db0918e780f07686a	2497.4572383726	5027.75127598517	2223.99471136959
Xc38497606b7996fc037b818f4e18d2e5	1647.49585208885	4532.21283369692	3633.29454551006
Xed91741e1dcf7f5d6daa5266d106db68	2530.85083509257	4057.6660836186	3332.00448943468
X4e0cabea7a8fc8b2f393af82854d435e	3153.05970640141	3276.71720758711	3644.9429282194
X2653cf815108af994cd80e56b46c6b66	2159.60966997786	5150.27359104093	2408.55772400225
Xe0b1d98af1a2051f94a80e6d25ac90f3	4132.20855836087	2750.18814241992	3311.59244358503
X31fa1e19b01dc9f394e3137d9233ac7f	1148.18489052751	7236.77384446052	939.306132607555
X0f3ebb55cb792f27d6b89dfadc958636	5079.20189422124	3784.30737799281	1174.72671086878
Xcc33070c83d7aee7287a6b209863d68b	4105.06244815262	2254.85245858157	3920.342322155
Xe3f5aefef52a59a32a563f27080f7718	959.351102991137	5735.79872909281	2887.61134849718
Xb77bf2b3a4da17962117b81d2daf46a2	2078.8011066425	4882.81782960364	2801.59316472081
Xc89fc7348dd8c1385404fc2e54eb5dc8	3561.81056549874	4465.69257328644	1849.54082587414
X76ebb83ce08b46b79c0ac9188be50566	7010.02020523212	1907.61146518091	1503.07133652082
X72d1be50f12b9e7518b7dee51a59d13d	28.0069036579788	5108.71498696322	4530.72071421072
X6348fa126256a61bee9a1ba9f1dfc580	2911.04133129481	4965.92914572854	1894.40377890129
X5e1d0f6c1f49464de96f31fe97563788	4588.02936764356	2657.91466147197	2976.72037943343
X0ccea5ff3169707a9e21cdac6235c894	3462.15560723387	2678.77840392621	4047.27324489272
X6850853871fe7de4824940eb9c36bbd8	6600.21841507531	1651.06655735785	2203.27470924701
X72fb0792922d23f91b76941c00fae64a	4605.09697422562	2520.79434492459	3121.32639667718
X5407d51e6a1cd375921bc54e8e0007b7	484.792305298668	6392.35971332518	2577.29884367281
X461c081c2c3c0af3a9064fe5bc520214	5253.66391841763	1847.7715976838	3281.74324532779
X20d133389892a705133675d732b26222	2422.67095632075	6054.20773384792	1089.97211847507
Xa5a89e3b494c89531b85775c39b079bc	5542.41127508601	27.4013720401278	5141.02894730088
Xee20a06333f572a12339eb1f7194201d	1713.99660403019	4595.87974578144	3493.76194154564
Xd0a1c785570866e67fda7b0c34acfd22	1653.47615140028	4864.5993406323	3236.70438211961
Xe33838348374cf6c65cb5a6baa2b4c4b	1356.9247371535	4315.23873925656	4171.00634733586
X2aa31f4365d2e06f42bc23886ce71799	767.640290179423	5609.26710291239	3222.83707547788
X805f226a799d96e3e9e9511d5bd6202e	2566.28491740306	4170.27420328931	3165.15068737387
Xc646bb117ef7c10a0088395cac42ce55	2013.24882286153	5659.6657246391	1952.04384963784
X1faafa1d86ddce2725e2603243a8c37e	1715.52768233255	6062.79986889135	1767.67385681004
Xd8f6729e866977119d019d4300085941	3212.3647523889	4217.37864642895	2481.36210268369
Xd526d42acae6d1b12f5e30487a55e78d	2147.70217479469	6084.83330808297	1321.41535126242
Xa287e74d0c158f8cbd802441931ecc07	684.828992202065	4210.83225705025	4947.46701482421
Xd49b5e8094b1d830ee7c6da8f19fe307	4705.0275086164	2971.86470811952	2493.82367504001
X398c18c873a0a6fed544ad1036ee9c5d	1537.81597205301	6586.53764789787	1324.78781375653
Xc47444ad611f007560f0c1a76a2e7136	2824.02695027032	4481.35721077596	2548.73004722824
Xa3f38659711e7c28cb5e1ad6d4057479	3415.31700110947	4281.63515871145	2208.41673104028
Xd49637e55ceb4ffe81743fbe5ed0adee	5460.88797833265	2042.53935880142	2851.20607850324
X64de93bb26f4887edaf9e2a0dec979ce	3235.99507222911	3083.70703078299	3791.19010191425
X80dd6edb18c222882a5790ea6cab9382	5066.86902267787	2447.16269975769	2758.74940238423
Xe495d4d58d8a6ac92ad28d75abfa99ea	3695.55453971387	4001.1564854971	2265.59106066809
X607e71afdc7087fd9311b272eab73044	3563.60689421076	5355.61283909491	801.550227906348
X8705f785a45ba82a0bef7f7de48ac9dc	4190.29661409966	4410.44255502122	1303.19885999344
X65267ab96e97ada6d44778c6bca9c9e8	3513.22920285362	4120.10840945181	2303.08288260239
Xe8558ecb11f1d75b941f56982a68ba5e	4127.37478435629	3496.18008070177	2439.26135270562
X641dbbe575a5f9409b270bd86a815b1d	5318.31855252663	2517.32824481503	2431.68612069479
Xa7c0e70ae013f1426d039bd66de57f08	1824.49713235943	1667.61571050657	6828.92559726461
Xed99414f95c227f254fb0000c7ccc6cf	305.347091373369	3423.64116079649	6242.03907800719
Xf339ed9120803df547c528b253ddca06	3886.4974672078	4443.16719248724	1560.2161741867
X6f4df463288b75e2feafcdbdf0a30299	2292.57610468997	4975.58500514778	2484.60220397565
X1d7f4d3ed5e4fa978c54baff3e53cdbf	1920.37280106647	5574.93036314531	2141.99969655873
X490c18e70438680918d3ff4b611c6a0a	6151.90745022949	15.6875231916395	4561.97376867386
X59b82f0ea6ca1faa0dc5ff2f15111ff8	3420.35334841392	3897.30142438679	2655.36381113868
X10130b561ceb11a8156178cc262a4103	3745.98362191222	3031.83508811161	3356.1333045397
X76ac22987ded8959b45ee5e35375195f	2326.79246089149	3739.16471561326	3904.93116679919
X08bfc83017b14d6fa292cd9ac8bd7385	4721.46410645004	1436.46023897281	4282.94977911606
X46a41725b121bf202d07031f3df99bf7	873.136480984764	5189.15490210778	3614.13515326751
Xd26a56af9e989bd7a353d2c65db6fd51	4273.50275879997	3408.39597875036	2400.33415616974
Xe8861b1bdcca5b3576f25986bd4e91df	4956.74527604112	1908.48941663898	3499.15777875244
Xfdb742505b30978af60b426c93a32f9e	2703.35329674454	3246.26539573472	4118.15100099736
X864e74fbe9ad79a4d7f9bd091ed43a5c	4883.30266891505	410.406394705407	5331.82760289682
X5ff923bba9daefad54e8f268b0809fff	5158.54144651091	2301.02320690876	2841.39449887441
X33ba1e8c2ebd0601d58598d409bbce02	2383.32807844217	4348.21098996191	3133.91061368894
Xc04593b83b1751a2dd66ab95b283762f	2792.49327182035	3820.83457780143	3355.95113573996
X0391e4d27df3045469a1d1b9229eaca1	3649.76873325742	3760.67435098624	2592.84979773295
X7d786118a14bb08daf7b5cad85f27371	2908.69877784722	2951.42127485608	4265.05799585398
Xc34326aa3930cff64eb1b7d41a118de6	438.814921559145	5382.49496895407	3809.27605146786
X00f9c65e32de1453c94e179f97f944d8	1276.13624001312	4843.39336527021	3628.6551963522
X193f7ec30727febd61c08d29f0af0ba7	2536.15301100664	3372.85580761856	4131.95117392547
Xbd32d5ec6f302b0dd3ef0b0231735cfc	4171.01291787105	2542.54558646156	3517.96635536778
X4f91a5db5911b40d50c2cc4a5859c5cd	1922.933584853	2789.28802935912	5414.47639681031
X1802823414b9dca9c0f602e38ce895cb	2879.24784552053	3083.37491776157	4138.57087496172
X7aab63b81cbca980182499c88a292852	1768.4331316217	4467.01064086248	3592.32044699942
Xbcad6ee2a417feef84e852817756b192	6057.84596019724	1185.66639593746	3277.96569379893
X1e10d10c2195f4d70c9ffd2ed3a719f8	6827.17085764273	13.6148747537897	3907.6152965709
Xeeaf49ce11a583158224e2bedccb0483	2584.70908672545	3595.94510589135	3822.44599018515
Xddfb6783c289302f8084934a25584284	3670.03916818043	3673.28469337137	2675.87425094733
Xd1096f586abee776522c0b579dc5c77e	1525.26036725588	5640.79933765003	2448.86645128492
X7a6b12f051db97d098b41ff41218419b	3146.30265653295	3470.38036562144	3423.83320379268
X7903b560c4fa52ba0200b068191bb1cd	4032.84542426464	3175.79862489231	2907.86493772379
X1b563e8c2c774da58f0ef669a2250dac	2535.97781324676	3751.52726560184	3686.93280507582
X3d46f788eb25894e1eb4b8159ecdf725	3000.19700131634	706.089220354711	6815.80863854993
Xafff67ec9f0a450fcca0a36d7abd2a58	5270.21676467735	2947.53262688966	1972.69838491333
