row_id	C0	C1	C2	C3	C4	C5	C6	C7
ERP44	5.541929800463246e-20	0.3913933881482228	0.6102317067112776	0.4748125345221051	1.1109156429421045	1.4172139019225016	0.3254983187947149	6.405854226472962e-20
FAS	0.17830948276191372	0.4196327193034859	0.8373746559519103	0.2574760635925733	1.2472066255182677	0.7892181154896063	0.7450400319650067	0.7682971951474343
ICAM1	1.2543793826316592	0.2959433447852629	0.8490680546072623	0.5139435337592001	0.16412317618905597	0.2723998162146115	1.334242635318033	0.09595700177269595
UBE2G2	0.6435086846615287	0.6422419836336558	1.6686765084086674e-19	0.39109622772667896	0.4650354262396137	1.3537086214700338	0.31756812009924784	0.32842622559557283
KDELR2	0.015565126590812774	0.008071925137090737	0.3787520581020877	7.20612088628514e-11	0.7192289172983728	0.6385646553024099	0.1266421197870767	0.9123698500418989
KAT7	0.9231224332757556	5.641599742576439e-20	0.5698718957876288	2.157755274614157e-05	1.1352331659218302	0.05249988064318973	0.3461933072004074	0.6201812803772749
SEL1L	0.9873674613514491	0.7571526995923913	0.27788923496329493	0.6069240930710809	0.8064103081367923	0.5187586738323554	0.32332063707160386	0.20922129183984553
ELOF1	1.0493818660206804	0.3326508739390051	0.1472655119237253	0.385267785540711	3.5472257596154747e-20	1.029113248355362	0.5527660899133275	4.692518186604356e-20
AP2M1	1.1136396074358013	2.845141465583069e-10	0.18881020815902774	0.8898206068832866	0.2973392432503798	0.48074729609317346	1.3881179012978104	0.08902882425988597
NDUFV1	0.49429880127613285	0.7521610249354107	0.5952927968586225	0.4875904557610102	8.418993026768812e-20	0.44327037114955453	1.1256230357354224	0.3708223790483096
PRKCSH	0.9655850707689284	0.015114769306939902	0.6203430721770671	0.769055863212313	0.4030363804477138	1.0579462156424868	0.06447743434727221	0.021028998096268937
SMG7	0.20975727972345626	0.27036588299289405	0.06309889855759676	1.3944439193341447	6.807248611206008e-20	0.18452811683546747	0.07767422132322609	1.3368628850524653
PSME1	0.9665540166011513	0.0819831540721126	0.6308373754747338	0.6734782577110037	0.6460183183922813	0.7857096289317365	0.9419768632708235	0.7909080927790993
OTUD5	1.05196102504194	0.25506019733570534	0.4442685529080592	0.5253663385634472	0.512394545007186	0.6827282955066722	0.14372858394302393	0.3506516524931225
LENG8	0.4645007741880923	1.1457668699508284e-19	0.7316217338685796	0.5612706023328188	4.9835213073765235e-20	0.3318142144692862	0.5903524935035879	0.8000754076003738
RBM15	0.2998621640981993	1.200053635302076	0.1317123004958793	0.22486384206542476	0.27820632822171687	1.1317373262514805	0.22534878287439103	0.46532186198399744
DPF2	0.6532654683049154	0.3022053576651686	1.1215477250825667	0.10842086785790414	0.22543028228021814	0.2617778879676091	0.43087695328736475	0.31354630864513977
RCE1	0.7888408131393327	0.4989288143498538	0.23960506759778605	0.26484062862859514	3.95782393076401e-20	0.9274843566468621	0.7962600164388141	0.9362146283751734
FIBP	0.6089498622427254	0.25847410615098304	0.9470693312475602	0.14864349095678134	4.248490814176288e-20	0.9440134740198711	0.3555933530404975	2.0986089568260212e-20
NDUFS1	0.5769445853309987	8.443136547457955e-05	0.6868759010067125	0.6973357848299839	1.1133634001305113e-06	0.5699034270406382	0.9429016274246891	0.09676369919892956
CYB5R4	0.15291004425610966	0.5444484690430537	0.597624675165511	1.0399377256441285	0.47592095588243116	0.501481496969104	0.4735050081910358	0.564524113069241
ANKS3	0.07649330493327362	0.3462744835527902	0.3453722492636404	4.191261653821902e-20	0.002627569748299442	0.5002969965039651	0.8006286469601551	0.7527956827595835
PET100	0.6985682293423064	0.3589354747500607	0.5006021255404847	5.970113880198776e-18	0.45722503713895923	0.2844949973429872	0.4858762007113112	0.8158128039921696
ATXN7L3	0.8335201027354678	0.5444130848598657	0.38449728717900916	0.9979082177173079	0.013614840645041097	1.1808945858816255	2.0210877936027977e-19	0.5901705772495442
CARD10	0.23658409797888003	0.0399545009928795	0.9222789273627775	0.3797996567584957	0.8342042984642023	0.40813549475893307	9.555342172488945e-20	0.8199848933381224
PSME2	0.42625824504943377	0.7927340365142962	0.5509790161393779	0.6838093094877846	0.36092851697971157	0.695479627021865	0.33323020964162436	0.6191248195300785
PKNOX1	0.06552932949787407	9.90269001499594e-20	0.3240462713078244	0.6655444999847273	0.38985018792975035	0.9653002936326645	1.045468723480389	0.564904744695927
