row_id	C0	C1	C2	C3	C4	C5	C6	C7	C8
ERP44	0.23703304697661198	0.21112611881153145	0.39291004259952594	0.5861646724384975	1.4037375181506417	1.0721048367221584	0.5500915419460026	5.032754480967781e-20	4.968866321467222e-19
FAS	1.2243393497223428e-17	0.935399105574568	0.4651077106417132	0.507053190805711	0.7338240028224942	1.8003262029485902	0.47959804155562186	0.8065163568054416	7.172119714303173e-12
ICAM1	0.8286563683125332	0.7773007014917546	1.1994797666881003	0.19047397651879758	0.10888708918994294	1.3265946424992525	0.5494127191207726	0.18135774590756232	0.6206522903863456
UBE2G2	0.6669680508682101	0.6563383036277349	0.0005635422581958104	0.3211547832078828	1.307501424579265	0.11499194018520348	0.21205237796450038	0.39988671478126414	0.854136844772355
KDELR2	1.0798146696407722e-19	0.1223413449299871	0.42614851639571694	0.2886018376399122	0.6295282261437476	0.45319167897942414	0.024984219298924488	0.8808600564082174	2.2778186646227847e-20
KAT7	7.32696280806874e-19	1.1067374645738006	1.1032239934780272	0.3495790118080325	9.906998368391987e-13	0.9854646851587001	7.756126763022994e-19	0.5736083983348741	0.0004076012772260433
SEL1L	0.42140470495264015	0.6518010942891462	0.8200244106409276	0.5925092595272746	0.4115940695768591	0.40810963752332424	0.2843271798675942	0.28256353518426924	1.0963676195417162
ELOF1	0.8280799192504604	0.6203411770244721	0.5375926933504691	1.109457028984906e-19	0.8272638251528491	0.14957347781575225	0.13564447487432443	0.15172978336015117	0.8038607043094378
AP2M1	0.32688340519673453	0.6199367851468714	0.827295607854445	3.3267841645082835e-20	0.33743097871752753	1.1837070960180105	0.7049303072430612	0.25386560796594665	0.8421045545620015
NDUFV1	0.7846878547443432	0.031210217451532005	0.7431685816128109	0.3006808132885938	0.23059742402442152	0.9836396591774995	0.4116398570073164	0.5323101683986096	0.9096538659842599
PRKCSH	0.8423046120173681	0.8652858154581358	0.6419681080409383	0.25241277275422197	0.8854415226302064	0.1485214724064008	0.6456169342613127	4.499501290822308e-20	0.18100635766048184
SMG7	0.31827481348868136	0.21790050200431352	0.06788018424034417	1.297596218277579e-19	0.07559429143755952	5.532416470168863e-10	0.9823574183516506	1.7268772949589564	0.2557758250184138
PSME1	0.6535248076078182	0.7680082820977996	1.1447890775007474	0.2721912207727791	0.6662150384371457	1.0946016712183977	0.43525726542719434	0.8523880161446705	0.2655310025574969
OTUD5	0.12637142973929588	1.1012056664631553	0.7542645265700569	3.764710764661641e-20	0.6516259685544875	0.2749239750908127	0.44459690582887934	0.40308972183076375	0.7137068800682206
LENG8	0.8040883859452737	0.14508828379924454	0.9661479075497679	0.19991527112248217	0.1791234012021745	0.5429292467364093	0.4029518820555319	0.7231992125912172	1.1967973602808754e-19
RBM15	4.967497403962729e-20	0.3411707653103992	0.08847128034460229	0.7291173070338623	1.0745201455533238	0.41174062101282743	0.2902391833086677	0.49060129079021864	0.730803505751449
DPF2	0.9247445311281817	0.02767080563097052	1.3936940863878349	0.33113154016505264	0.11612492131218977	0.3650144360023725	0.024109682418476608	0.33652875381390546	0.529822003234381
RCE1	0.5532385436391697	0.38159557768212915	0.5775090646556107	8.888251419712298e-20	0.7404438093618282	0.5369122947080727	0.08553141578090036	1.2293055518834581	0.823486134477504
FIBP	1.0486131957229312	0.2675715659555516	0.680137184757255	0.01644663586631638	0.7314998844958854	0.2753710749122614	0.40110397576882756	3.7803378702257254e-20	0.49004215367023524
NDUFS1	1.1816652769746938	0.1980051222873025	0.6559423471104582	2.423138636200154e-09	0.39543223807481725	0.7635597296129116	0.6265734948047113	0.16548039648912816	0.2632568273373697
CYB5R4	0.25309326738361193	0.2591068157336905	0.4915578863664882	0.3456877534297357	0.41699974682576896	0.7412823377880291	1.0554065028796316	0.6338396960939178	0.5094705286854567
ANKS3	1.2946798331164966e-19	0.03503172492911535	0.418346245133722	0.07326026415980301	0.4353114867706845	1.0639396154130996	1.7174758495882812e-13	0.8698281845788479	0.13644008772178853
PET100	0.33774253316491487	0.5573180255169176	0.7115388251772171	0.33014566900357867	0.24862446001742025	0.5976955990844778	1.3385153964419728e-19	0.8168865279019598	0.49767079653283525
ATXN7L3	1.0685131887839603	0.8700424461549872	0.17212167033421524	0.05775734548687317	1.0256665347509	1.695110771230061e-20	0.7476293956409695	0.6286314262261501	0.5187757224007084
CARD10	0.3817370974238676	0.8572190292827974	0.6040988927966228	0.43633207973562554	0.30776887613672177	0.3485766015578264	0.5733083268498818	0.6420560384797601	2.875869656201897e-20
PSME2	0.6976085624359006	0.36680685601749446	0.4795712597595078	0.3828393879704488	0.6442128411515258	0.3144103595857193	0.5664255230717211	0.678546721104111	0.8270625935936826
PKNOX1	0.5930460398776727	0.239379398290294	0.24459468683405253	0.007392325935237168	0.859041143712131	1.1499506866996105	0.548834610326188	0.7275802870039919	5.361414522882669e-20
PTEN	1.1307916586448112	0.3262634204717814	0.8181019584431992	0.2995914732702564	0.13258521307877463	0.3091522237749221	0.46204985769479434	0.648334289441228	0.7830408043188599
IFNAR1	1.2572223722871325	0.8456307967890863	0.5343457329132855	4.8653735073581774e-20	1.2363494947402598	0.7948624359311237	0.48446567676480246	0.20547442465600493	6.104562074381761e-20
SURF1	0.8756091808461565	0.8383845163176137	1.2468652799029027	0.010742315638896936	0.3308400527391906	0.323631390225028	0.34719263734522426	0.36870033072405695	8.237429870898849e-06
LSM12	0.727464907312039	1.0207077353565048	0.6637329530448602	0.517716859547494	0.044331642415737324	0.6180833441183549	0.41929604128670944	0.3036172289456886	0.2276297093622265
TTL	0.16112133156058522	0.41273789388329774	0.9116550115973198	0.530505769520492	0.4527418167395492	0.8889034736566589	0.30148621622026833	0.10236251380058595	0.24060159005197043
SCAF8	0.7257180348709802	0.5143446363461486	0.20550130932510022	1.4236647280646992e-19	0.9875814531944378	0.12814251078851008	0.4910724803887919	0.3141877817743125	0.8157155085717654
DDX39B	0.6040990950017907	0.610741741024049	0.4073486128434099	1.3618124904777056e-11	0.992963057262852	0.24107089512601937	0.23715854089504593	0.7006243467781667	1.325627228139367e-10
SRSF2	0.7169590807008025	5.582959363694793e-20	0.263589175437717	7.665034594322758e-19	0.7567290753686116	0.747627707364902	0.459310853692653	0.7150435383065656	0.7125248187082487
NDUFA6	4.045402783175193e-19	0.713104380644563	0.07509892897342287	0.06722854858686673	0.8215423983455401	0.4727065895419143	0.3835559045789892	0.28735341202134607	0.4864732828190967
EPHX4	0.7120201949576909	0.3219493180481809	0.617910808806634	0.11954322991774306	0.5114983887558695	1.0377485967677031	4.146597211733489e-19	0.516065036467647	0.6222221510363113
DUS1L	0.6993415468212176	0.5836181473533963	0.5326483086633951	1.0687063816508858e-18	0.5849143939231845	1.2989138455269861e-19	0.5863065380942831	0.1253284211793302	1.040138348984329
ABHD16A	0.49373214666400217	0.1849009457856504	0.16621367772829584	0.3183466512380973	1.07462154440073	0.17463355359155255	0.5288826050124651	0.20464203288069863	0.8336663125831745
NXF1	0.7199172368844292	0.2307722891378174	0.5548801988464525	0.4787309813951765	0.7393930148818441	0.7574786417570246	0.24223963812183438	0.028270919455030127	0.8383241664366128
