row_id	C0	C1	C2	C3	C4	C5	C6
ERP44	0.683335645426794	0.9266584189959195	1.2088206565855883	0.23659724238620122	0.7166311131624374	8.251754706094476e-20	0.0023464809458360117
FAS	0.6819722078497514	1.2656576318635289	0.670247459444329	0.8506343406837116	0.5977369493973884	0.6957998049831102	7.022625028757995e-12
ICAM1	0.2114793918590173	1.1226548353633778	0.29923723640144007	0.7438779571628613	0.31015830889233187	0.15672202520873674	1.428032088134634
UBE2G2	0.3760365055193037	0.08688530651590792	1.1325610099142012	0.8948647772046333	0.17678242074337633	0.5402757039721394	0.2623569095390978
KDELR2	0.4265655876885601	0.44434435662477567	0.6128412738816975	3.755387587305406e-12	0.11998899417589265	0.6794673027730801	0.08362082296295847
KAT7	0.5675154425053883	0.671806857379311	0.16494708126010071	0.590288619388431	3.906987515094295e-20	0.4575389082675242	0.7210719171951763
SEL1L	0.6745222114692246	0.27953394607469434	0.5379346563640466	1.1035000211166437	0.232725469640821	0.23301958166806247	0.7854857327420265
ELOF1	4.422385909365743e-20	0.14864274415571743	0.8508818206258965	0.7715728060141194	4.993769725080012e-15	0.1962621213314695	0.9141950572185482
AP2M1	3.809026066261614e-20	0.92581474403106	0.5486543248791818	1.0371176176243826	0.6269288484270295	0.2167463109099692	0.6197385664504296
NDUFV1	0.381304804246344	0.8703730739322709	0.29505290852110744	0.7143429010274315	0.5082931914433206	0.4607547345281918	0.6772865372716079
PRKCSH	0.22128322716038906	0.22160804326549383	0.9383628686440301	1.7568084080575489e-07	0.25022928294260827	8.878136854781869e-20	1.4212013100117251
SMG7	5.332819136643969e-06	1.8476895832221687e-19	3.232529696043526e-07	0.16836636721741768	1.070040952835122	1.4535225260643827	0.19346506761316523
PSME1	0.38203543313980337	0.963469405936761	0.7247775175312787	0.419228516338425	0.30739379657976196	0.6939394547835117	1.1803420569164729
OTUD5	7.197679131411823e-06	0.13843630458178707	0.7293137859514903	0.988137290694648	0.31812409631138716	0.3373658380166113	0.785528781391847
LENG8	0.20811799209575899	0.5535831953760717	0.24385042783073463	4.3560996845207506e-20	0.2913349180883084	0.6713832934915754	1.0001652861924024
RBM15	0.7531709138680188	0.1737871269308419	0.8337443467252427	0.9703663535344517	0.3933762442170202	0.3843428055663636	3.99885769821922e-20
DPF2	0.4131459925277482	0.36769531333129263	0.21862822350910138	0.4936360782069382	0.15105051597048896	0.25972138696126446	1.1690978887422416
RCE1	4.668073339527152e-09	0.4386335218788395	0.7002947158335165	0.8534212526410342	0.0979535841496136	1.122035436231825	0.58531763071833
FIBP	0.0001821041276944504	0.3822191314528454	0.7160941525709122	0.30704590131733506	0.3395823455128452	2.709984200675618e-20	1.052995061521744
NDUFS1	5.754919759225342e-07	0.8027372977022821	0.4542303513970601	2.5589043050101367e-16	0.4596990166687684	0.13740827968977862	1.1924182209862986
CYB5R4	0.34996169953563605	0.6203651599432096	0.3996924113481496	0.4581023169915015	1.2059078347921004	0.5455691090651413	0.2707347906520766
ANKS3	0.10294888002378663	0.8783674041797707	0.39751955337598	0.2948636352199136	0.13937044119914	0.7612995490832509	9.010475632241869e-20
PET100	0.45286053568753326	0.460828215751335	0.31566836340800863	0.6975948392299437	6.348772218955213e-20	0.677858295557323	0.5815956189590716
ATXN7L3	0.13773635322136357	1.426706964676479e-20	0.9085487023637542	0.389025573858336	0.7857443737229285	0.626256856749096	0.8287339249144037
CARD10	0.6089990082113338	0.3056439053364302	0.38023010835190146	2.420650905209681e-19	0.394539925200297	0.5994522129787849	0.7990420612878525
PSME2	0.46590723489876074	0.30459596108324155	0.602270417983185	0.7063281135623646	0.6291639279021567	0.6432874108183845	0.5251408620378387
PKNOX1	0.07053898543673964	1.0607369459590121	0.7728967577449548	2.6893248845621443e-19	0.5817566394151092	0.6720942950572675	0.2951656015782087
PTEN	0.3947386328338524	0.35331490575015034	0.22879245402252832	0.5735114467217587	0.4056314089887756	0.6014855830633554	1.0850129849417673
IFNAR1	2.2201360805519365e-19	0.8287099089064228	1.2903778287950323	0.05132722515527667	0.36331758978373485	0.3186707599100347	0.983538607026541
SURF1	0.004819198446345332	0.3215289096625071	0.49785909845461657	0.10330534652742773	3.0179171154500886e-17	0.36197639077244415	1.6397007707728275
LSM12	0.7422381900820972	0.46573896565537043	0.10371042070458779	0.502440996676348	0.3417375852725557	0.36234327658173726	0.8539423236809075
TTL	0.6666426528637225	0.7118192591380383	0.4905800114818766	0.43651597980287277	0.31490326854828743	0.06640791702052647	0.5530763168467354
SCAF8	1.0504087666876414e-17	0.16650234797971636	0.888486130605788	0.7195148459545521	0.4834867459184312	0.3454704997051807	0.513597683460871
DDX39B	0.05329554234292304	0.20601948902874284	0.9659640970691796	0.13442836363983984	0.15620828163823244	0.6367099239551809	0.6291248189998342
SRSF2	0.08898272170534986	0.7302335385388656	0.5930503489188802	0.5804684672834056	0.6298114801330487	0.7247599415329908	0.1719369130625168
NDUFA6	0.027035592908137493	0.2972280800706417	0.6865942877238606	0.8967534041431114	0.44270901216572633	0.28007184108445465	6.031936919913688e-07
EPHX4	0.22480043737138206	0.8761243443135986	0.5186533453011742	0.7197258484824726	1.105514880893503e-19	0.4553794402301686	0.6512183286305337
DUS1L	2.3366169345708754e-19	0.017141617356027684	0.6383465951023382	0.8152400482375965	0.42237012338635055	0.10732425591450052	0.9763868487738177
ABHD16A	0.2984959011883627	0.22830008031595514	0.9254081728228607	0.597398789538873	0.4697217972199371	0.20344723600436804	0.3946630679091224
NXF1	0.5326328484345544	0.6544427901986679	0.7269044600766242	0.7183184601663876	0.2267812517536967	5.479889527227211e-12	0.7209090433116697
FBXW7	7.933077289085922e-20	0.6309261682476438	0.8414987451287117	0.9514061029164794	0.329647521213299	0.42090572376218555	2.7239706633395697e-20
USP4	0.8142660941902016	0.4855318583719334	0.12669453807565315	3.0154348775019533e-19	0.22247939787274415	0.8581771710523328	0.5488556626874501
FAM117A	0.1772038001448207	0.7385289585930294	0.02355292182454408	4.2504544349814248e-19	0.1470202814811779	0.6936280827958012	1.435010836138906
TAF13	0.6279326235107303	2.014868998011764e-20	0.3692650155916036	0.9115820846004912	0.02342112789183723	0.5099437350362548	0.09601897421827336
CYC1	0.6011271330555334	0.01468796818223485	0.4617839455542225	1.0282464037370913	0.0556233767292265	0.4814282628094485	0.26309715800003786
CDCA3	0.20409098432325673	0.9894529969067398	0.4412755856321798	0.036352273203436467	0.3182725840961133	0.6582503376098553	0.5019186796775406
FXR2	0.3974694302870777	0.4219843142196385	0.170618010517352	0.6940983898860277	0.5408550588615093	0.8157929268499535	0.5787151637317636
THOC5	0.22361246291214162	0.6201597869765767	0.5187741928978599	0.5639527061355741	0.041835400392094775	0.20470725384705968	0.5728566760602092
S1PR3	0.23288823788442684	0.22010582611119006	0.13392745462367114	0.7412995873387891	0.44163419597206943	0.39503208846869337	0.6578163112354339
SIGLEC15	0.9862460452696291	0.6194231919108321	1.850294462929857e-18	0.391421459720624	0.473891502492204	0.342719086304475	0.6741194045549099
COCH	0.6936246731227953	0.34814155010998715	6.212399304907005e-20	0.5178336329646462	0.33062658059858646	0.1488562329161078	1.019113035125957
QRSL1	0.5538667354640271	2.8204637362705925e-20	0.5183611891542588	0.4777968194650972	0.347315306120669	0.2712415191740802	0.4694787872413376
EPHA4	0.5429226670945295	0.5326374091383848	0.17366943486019545	0.3117221922963788	1.0484765443724386e-09	0.8600541471764565	0.31709334231933756
MRPS26	0.532785022071478	0.5867264314597053	0.2764614530615998	0.8266351553571183	4.0062452149385783e-20	1.128114006368494e-19	0.20707071610203612
IL12RB2	6.434260875072131e-12	0.7531995584900008	0.10973699144322413	0.326462040165222	0.5382713124710162	0.1684147326295437	1.2534065986060368
ATP5D	0.713210993621903	1.1163165340493038	0.4151609203012148	0.8021806829524544	4.617196762873779e-20	0.28768488761755184	0.32438996404764564
CUL5	0.3113372918654016	0.6980895445052439	0.15297261227910403	0.1120305968129086	0.14682677569690658	0.013036305744767163	1.0319842048463086
SUMO1	0.7308790925475721	0.15735873224209226	0.2698919265711555	0.3588802086687113	7.068689168728548e-18	0.2341183692612519	0.8657517017731797
AHCTF1	0.4460507864514405	1.137940645678433	0.5212115589498256	2.4218903868040597e-19	0.7757022436140876	0.04385470748762977	0.49111483635190756
GPCPD1	0.22868134900645065	0.4520135512317695	0.10164925331501158	0.7946689630413168	1.0481349230349892	0.774530938112375	2.7580843489305837e-05
GAPDH	0.3622443035244163	0.32692157369083497	0.32548959281154977	0.3167857624607048	0.20918447685431085	0.41111576041607845	0.6683690467991323
SLC38A8	0.639209054035272	0.9996152335455091	0.06472100705653716	0.09818428653723199	0.8544663718460482	0.7461212250998784	0.4404992943381039
DYRK1A	0.39269618314195215	0.45662369673876646	8.470499096630978e-13	1.4555139437202327	3.893611975421833e-16	0.2994191674329373	0.11254981251605325
HNRNPA3	0.7511934059822807	0.3832761168870896	0.43145039171961813	0.3195775373397186	1.0899756017585815	0.23559932662539415	0.37298212182524404
SLC29A3	0.1858393021644635	0.26506019880960213	0.26854361331839893	0.8350382782965999	0.1421189442504426	0.9218960515812513	0.7630725837444451
SMG6	3.216682442244267e-19	3.5888946714337864e-20	0.08874360808001203	0.3113821947204665	0.9567531590352734	0.7094045480319136	0.7978796043500358
SMG8	0.22962692952147043	0.7994635074571707	0.1561106420743715	0.06445303021911473	1.0500956836218718	0.7233290809390014	0.8904892961635004
SEH1L	0.6283930997316132	1.8971669930796228e-09	0.46015200916010424	3.115447051763151e-19	0.5751327472240128	0.6517604049520775	0.598527785903336
EIF3H	1.028748374319536	0.30447143345673394	0.7534027198416366	0.78653756450618	0.12671512780675787	0.20219727739192767	0.18604912950121144
EIF3B	0.8765158902205196	0.2626631106026754	1.7410351606523548e-17	0.7715473087443228	0.22421006340738722	6.276499208061083e-20	1.0404721338619702
QKI	6.450712474731824e-20	0.663419601968688	0.5134923356025928	1.405917037795275	4.114256519710583e-19	0.7558795943648396	0.2747074305786104
KAT6A	1.0542806301179126	1.2501362881527545	0.5471836941998627	0.5565917140520669	0.8148404542794807	4.324948211630162e-15	0.017209687986078137
MEX3D	0.43741143102373775	0.0010840025407077947	0.16336368378251037	0.4826630333639649	0.6891557066274189	0.5089575040363001	0.7127082190134283
TCP11	0.6990465360767146	0.34377969669539304	0.48144884178132547	0.7943508004190749	0.5746824999999923	0.8808110394764171	7.141989360795972e-20
SPRY2	8.356685847440675e-19	0.9748675517382049	0.2000753827477089	0.3400327511299922	0.4981538356387627	0.5464093250215902	0.7501038575969909
RUNX2	0.6544155777648952	0.6329851049996075	0.6698604476457154	0.7712721093343623	0.09663682085849912	0.5813587547677541	0.24216311718052957
SPRED1	0.19248058199473567	0.7953440325299789	0.06535242588526158	0.4828363164837741	0.8930609820254286	0.7539454163237111	0.5103122269838332
IGFLR1	0.7548261288436285	0.001351398754913905	0.060093083909466855	0.8559684497327592	0.5896105278946902	0.7428178545634271	1.0658244528235647
KCNIP4	0.48093873971218387	0.3688530672834918	0.1373437427487407	0.6843045629156026	0.9574987417499334	0.4330445401060939	8.928115814684181e-20
PGP	0.6976316207801097	1.4832781169245357e-06	0.579743103934228	0.5097488853841768	0.5820130905636511	0.682419454237152	0.21241064731621
OFD1	0.2233007502183915	0.6704942226617442	0.1565295702709346	0.4130548370297331	0.6295921115136311	0.3375300679354253	0.9225624847880691
CDC14A	0.569430963222147	1.023852915406266	0.07734153915432432	0.2822699174855297	1.175839773570567e-13	0.43830788468602233	1.098127368629244
PPP6R1	0.39512426234465375	0.7232433020166198	0.35361789960873224	3.778260655574918e-20	0.9485533350643939	0.4323842230683331	0.20664288838883774
CPNE5	0.7522958468825666	0.334209567451988	0.48462476165107665	0.35087316100367605	0.5097516037879402	0.4108551387915977	0.3650517832774219
ILDR1	0.7542274221289669	0.9214147037635715	0.07731166435769998	0.4138030952137437	0.12367012576391041	0.5635066601652619	0.4527473408953771
CCNF	2.5753209512257103e-20	0.21038015521648717	0.6218790236494351	0.7843755107541672	0.1775392221544673	0.2082654703127271	0.9753806023891096
MAD2L1	0.722213491313718	0.5348302464458492	0.40928686623404364	0.22915069042728042	0.07633796458387833	0.2930790794867537	0.40933938088880095
SNRNP70	0.9832798987796775	0.9637697523527263	1.5395257216723813e-20	0.6945316935362736	0.7504830105756622	0.279885645870895	0.4654541323623671
AGPAT1	0.31687036313294104	0.4295698500711078	0.4993839152855599	0.25870147770481045	0.31834134774839984	0.43966080479741326	1.2311806967666912
TRIM39	0.7812174495157884	0.5633606929921969	0.29965260079191797	1.9374702598441758e-20	0.32102214105451826	0.45815449584182594	0.2756319149825033
SCN5A	0.5943248221338632	0.10301473813238923	0.04405660665978957	0.32638672886270365	0.9858530116441652	0.3680527198945547	0.6845188758608047
PHGDH	0.6995064746131291	0.4820419256566255	0.3631550739670365	0.24336460352012199	0.2250641730245579	5.92868945472939e-20	0.6928808269402033
CNOT3	0.6542352630597134	0.696167772785615	0.36091790573759713	0.45850285403981894	2.67596456708452e-20	0.6677902900393611	0.5220822633622678
METTL4	0.15411538967952795	0.7780115535330616	0.6119129409079838	0.6694867785218565	0.667908849994709	0.519656813166853	0.1727021707876972
