row_id	C0	C1	C2	C3	C4	C5
ERP44	0.6169542671198252	0.5709035595550238	4.017596939508153e-20	7.870690837602866e-20	1.2210255966637016	0.7459249256595992
FAS	0.34920271024272526	0.7374013129969551	0.42007121765724953	0.7206096497892938	0.6373632179971812	1.1066439676662387
ICAM1	1.0787906528631164	0.43652599846070683	0.8105319097224221	0.041597996158403226	0.27806705304137336	1.1405568097894219
UBE2G2	0.0464119825432176	0.403708959572244	0.5816133358371911	0.577429760441931	1.0699888578512895	0.2727283382208302
KDELR2	6.763873008349347e-07	0.7264592158716473	0.01702374046689091	0.6466899019635826	0.3352415030774664	0.3745766441300779
KAT7	0.13577480109629148	0.8612304345499604	0.736085182629258	0.3336438187926107	5.995286115074066e-20	0.7313845692252017
SEL1L	0.5562106653177442	0.8016480608975006	0.9006989853919254	0.10805181191169115	0.45311591053233485	0.46534698966838733
ELOF1	0.5447552951079278	0.020151066933382523	0.6312086675006375	0.1850212491715403	0.8830412365798445	0.290848042289571
AP2M1	0.815548043341172	5.014461611763434e-20	0.7421494602810166	0.19756388490311702	0.5996768624974532	0.98951679507434
NDUFV1	0.6541609719226018	0.5456079149885884	0.48502365698887334	0.41075003013678874	0.2625448890382444	0.9919194319363874
PRKCSH	0.9530989306256805	0.267917841939457	0.5418665799407038	9.049862057782521e-20	0.9172644342000907	0.146934624894674
SMG7	0.056091486262733685	0.2088754920372139	0.1889161044103391	1.9217107933615074	0.05361109300865295	0.0366202118462429
PSME1	0.8012940216493613	0.57361611829924	0.6469025513984864	0.6137565710630588	0.5726261930912657	0.9451500074524366
OTUD5	0.7273092960191244	9.464600561036829e-20	0.8791354147347401	0.332749815163943	0.7139353383820987	0.1799326874155825
LENG8	0.7474714529709092	0.520510925096843	0.20589757937433673	0.6026150030752624	0.15764794874824384	0.48537864171068923
RBM15	5.592523098876e-19	0.7256310057592101	0.3986407653610981	0.466981589745056	0.9638777050187042	0.33696904318213944
DPF2	0.8313584813733712	0.6634597753735323	0.47846298188435377	0.22844159269941522	0.14243310014881122	0.42058838590283215
RCE1	0.23329809624255424	0.2732337730772823	0.6199408091551051	0.9608559720939832	0.6196724634059535	0.6214466005322795
FIBP	1.0100719841569339	0.07227642807090118	0.2944914156274942	2.178088477866007e-20	0.8416987820808421	0.29994571472000503
NDUFS1	1.106018716619081	0.15693131208388097	0.2354097068179806	0.11878167662554184	0.42343202949096354	0.7315114395362473
CYB5R4	0.8004022509659134	0.267470787897924	0.24785805038015404	0.7266918779732121	0.5877629255333742	0.5585721978979343
ANKS3	0.004591507795288664	0.458078844767046	0.07746913611812124	0.4981057797130706	0.2827370950113752	0.9176915053802571
PET100	0.12924091506976937	0.7450083285024618	0.6191597092191914	0.5063716293084538	0.17530268484020148	0.6166173539077535
ATXN7L3	0.7009360221865183	0.180397663457487	0.4934818943752468	0.8016970457325275	1.035626410834738	1.462394158863849e-20
CARD10	0.5750746892841639	0.7122170978627399	0.26848704075631735	0.6514183295481097	0.3212017542119858	0.22401770166389975
PSME2	0.64209279095947	0.46759097089289003	0.5022010574514933	0.6570274393319014	0.6824448630004473	0.33897300259143365
PKNOX1	0.46412732611565644	0.1211749698618572	2.509318409985915e-14	0.7499258233563527	0.7235515622633178	0.9430618564481503
PTEN	0.8592394218770428	0.5813264262783883	0.6017946647363019	0.5394898674748276	0.23484141941253356	0.3943953266628043
IFNAR1	1.0330787265198533	7.329158438809117e-09	0.11814011094060693	0.3364088773241861	1.2859984283442114	0.6707171299237746
SURF1	1.0034907491927052	0.22812964052019902	0.5745500638810543	0.30726788514047926	0.4213262495463593	0.2512110744671819
LSM12	0.6806078536636823	0.8394549252834406	0.5869361929713827	0.28111942328704703	0.0783054116921038	0.46084279207574785
TTL	0.6438456757017661	0.7259560785895324	0.3939215723186383	2.0495747527875134e-05	0.41693055866030676	0.6041724522536623
SCAF8	0.5815753931808234	0.0032102513517636155	0.4862974716988834	0.361061440784272	1.0189775665122653	0.21521010307305088
DDX39B	0.3556944023503589	0.1645738970362038	0.23623580021332224	0.6812445509515427	0.8595659133053978	0.21617658364964304
SRSF2	0.48560413730893265	0.06372757525087558	0.2609110364734717	0.7327371749948285	0.6579748884048201	0.7545222009846024
NDUFA6	0.20755571373030596	4.483359010423111e-16	0.42014629632372297	0.3967910119766756	0.8444464255857563	0.28423764880460956
EPHX4	0.2321417165900993	0.4241055114694699	0.6158734643448027	0.34599401772264643	0.36732470064921363	1.030444505196794
DUS1L	0.8574094244354719	0.026586310319376683	0.7459470870582385	0.09875045094275427	0.7684048573740697	0.09279543115911575
ABHD16A	0.5417025661979115	0.2421084547645532	0.43737943558676884	0.234241871463634	0.9683752098378985	0.220721092932137
NXF1	0.6058333956902799	0.526630223646542	0.5141593156804505	1.3684936008696427e-19	0.6816322879360271	0.7516950858384007
FBXW7	3.977157870596867e-13	2.9354125414989625e-19	0.3463344209525527	0.560214624596213	0.9359234093766257	0.7954526053853082
USP4	0.11577671620613575	0.8780798842202912	0.28550853612472177	0.9354817144920533	6.340332225319846e-20	0.479871845274846
FAM117A	0.8539098366729738	0.42624160725926474	0.4701351443169838	0.5958594407362414	4.6966014532550484e-20	0.6446708665834331
TAF13	4.232855136322722e-20	0.679301670250279	0.7109775515510396	0.35926325323379227	0.31103441356656036	0.044656641164763256
CYC1	2.242256830399358e-19	0.6646689657984988	0.7266900665098183	0.4279408122236137	0.40485122122529077	0.2102086853734559
CDCA3	0.4095201499948211	0.33973799606050564	0.16050802750269488	0.6905910503444149	0.354451427306145	0.8318351347709847
FXR2	0.44538303450309297	0.46279822553337907	0.6547634872432151	0.8765026740067964	0.13485067196486275	0.510184229237682
THOC5	0.2693721413677996	0.37078434087371304	0.506333886136126	0.1497453772953551	0.4605969227183933	0.651102203967454
S1PR3	0.797996334526884	0.0698624125660545	0.691783750077317	0.3559162700360966	0.21362099113284583	0.2435025084191717
SIGLEC15	0.5127652890936902	0.971754117689456	0.5091933248586865	0.4305563302467827	1.7149219458225993e-19	0.5563390616406808
COCH	0.9248762863774526	0.5431179302577779	0.7356116130886518	0.13976361536759982	1.7000705046137222e-19	0.293744441080134
QRSL1	0.29084485845726527	0.5483575871162675	0.46884378011769934	0.403339686496248	0.5174662116503796	0.02979589416169253
EPHA4	6.3885189189979e-20	0.6733084484426527	0.31721135557700336	0.6917524847659047	0.04028183735744628	0.6650283458885063
MRPS26	0.07054714586130854	0.6264936807984985	0.5294438325097094	3.159419087043229e-20	0.11200451271558685	0.6893583011333886
IL12RB2	1.0765756378294788	0.172999355865174	0.4992156710757125	0.13587123422299943	0.20531937971194122	0.7280618542404463
ATP5D	0.14646651839503932	0.8070606444596958	0.5273169435764361	0.08845640568622784	0.25149891951166053	1.2835425889506127
CUL5	0.8595697025999897	0.2923053071761968	0.4197839979900082	4.992686733371537e-20	0.10544129875750577	0.5472196042293512
