row_id	C0	C1	C2
ERP44	0.47701803531564135	0.36052249285198107	0.7306284377653116
FAS	0.8403869426798997	0.4763981594866111	0.6732280719004206
ICAM1	0.7772714762700652	0.5589138812552465	0.5936081925165448
UBE2G2	0.14755656436021838	0.36877917593767595	0.9289141417124783
KDELR2	0.37932864187411974	0.2558551323137435	0.38232813504564217
KAT7	0.6265822495917603	0.12842305129038808	0.6395611356372602
SEL1L	0.3261420042102906	0.4185175768413987	0.8698695383488682
ELOF1	0.15353374013844284	0.45320406065864893	0.6731603757082439
AP2M1	0.636913302879805	0.5304535104410433	0.5528663114591925
NDUFV1	0.675006331769565	0.5735502799207647	0.4370914001652797
PRKCSH	0.08714530885322422	0.5994370499280637	0.7073257175842602
SMG7	0.043356290659660464	1.1333099187952518	7.227827592615836e-20
PSME1	0.6865698081634815	0.7171322303925107	0.6768226875859675
OTUD5	0.13847408153046176	0.5699212483520286	0.7100892683098247
LENG8	0.3770058110791607	0.8677080193314178	0.09015831257362372
RBM15	0.1930523050258461	0.28911004381792005	0.9179729726256024
DPF2	0.35443835586883005	0.6177416040529292	0.3872559432344771
RCE1	0.39548163288835153	0.6173907658767297	0.6454607499199191
FIBP	0.20059671042823152	0.5273288179232769	0.5352753073264432
NDUFS1	0.4831421348087362	0.6234991984781978	0.3018928065207618
CYB5R4	0.41221813340118246	0.8447813507839389	0.33008313582479126
ANKS3	0.6270542573924831	0.14879513379571388	0.3573819770730116
PET100	0.5122625674065798	0.28578930349160636	0.5836448411563795
ATXN7L3	1.0073701169727694e-20	0.967257437546759	0.5963167041075947
CARD10	0.23321471325783935	0.7035114702324009	0.3914310460511302
PSME2	0.23592909325761316	0.7655822573182415	0.6115355341130886
PKNOX1	0.6342943358947031	0.6032922432009594	0.28562052138384436
PTEN	0.31131889860006334	0.8931593515906433	0.3704084437351697
IFNAR1	0.503188410320706	0.6538510535903255	0.5876297473093368
SURF1	0.22374995031379824	0.7365946287307703	0.4239181553882497
LSM12	0.42173431357939184	0.5383108406408879	0.4757283470033895
TTL	0.44707451084430405	0.3635225637260459	0.5678731887132706
SCAF8	0.13046434902479562	0.5496574537655085	0.64804950887263
DDX39B	0.1463018776530595	0.5671208222165282	0.5227133089179528
SRSF2	0.5026791972394249	0.577876822033581	0.41601643742738964
NDUFA6	0.14710573236666943	0.2995495926681194	0.6312303741592581
EPHX4	0.7157225699756536	0.18880940488622283	0.6329397003181889
DUS1L	0.06337161483741856	0.592231976694462	0.63435471489266
ABHD16A	0.14142557123607044	0.4626140540866963	0.7014825120510164
NXF1	0.5202713584462458	0.29440165268624846	0.7319014235435712
FBXW7	0.5231620856669348	0.1640575292564783	0.6636404956241195
USP4	0.4842064056828233	0.5348761260366828	0.2894439209326508
FAM117A	0.5203360479354328	0.8074961000531431	0.1667199449334709
TAF13	1.2323680100344939e-12	0.25801971228130705	0.7443191139575508
CYC1	0.16184802259073705	0.253295421148164	0.7644011476876851
CDCA3	0.635899723856768	0.5360087792579259	0.2337384670971226
FXR2	0.4093699079125394	0.7068945692525473	0.4109502999071003
THOC5	0.4426047380957695	0.18624522015888859	0.5855472650872825
S1PR3	0.24926507857581728	0.6196738343939154	0.32385894256491216
SIGLEC15	0.5262256408326962	0.4681408671763885	0.4666253996186073
COCH	0.3503467179421928	0.5513832725282153	0.4064592012806456
QRSL1	1.3574821229047596e-17	0.49120654866158714	0.588403912453281
EPHA4	0.5297109236182417	0.39008728466076537	0.25878841845145983
MRPS26	0.4456625756385502	2.205190343434565e-20	0.5700438955330069
IL12RB2	0.504468006202848	0.6608787583668251	0.2684965855970823
ATP5D	0.8989723580413609	1.1203584524333687e-19	0.6796755249969949
CUL5	0.39158446819633924	0.4329965148457467	0.3004466427831091
SUMO1	0.15722523574858688	0.5423110996030903	0.41612152823567483
AHCTF1	0.6776981605371916	0.547220188844676	0.25693250512235766
GPCPD1	0.4134593486791249	0.732460940380163	0.22629807612267622
GAPDH	0.2759667099845552	0.48415456816030294	0.3770099959495846
SLC38A8	0.6680111978443111	0.8855237222282688	0.07102871817290744
DYRK1A	0.4599980760342035	9.696644757531423e-20	0.6503040675807831
HNRNPA3	0.2104787631111771	0.7718133677212572	0.4631637142769185
SLC29A3	0.29345442930085003	0.6848766464618233	0.4820740392751749
SMG6	0.03866655032915051	1.1680374733528924	9.904291698441025e-12
SMG8	0.5528171424823844	1.0555830324358848	0.09294557821055373
SEH1L	3.769524009649227e-20	0.9275079615378667	0.2763654518896251
EIF3H	0.2707461074024213	0.1880884561128471	0.910381489927103
EIF3B	0.3302891918698564	0.4781609435918449	0.5283484357061268
QKI	0.6653006624206051	0.14657069871251097	0.7500359013788919
KAT6A	0.6905610916136575	0.42896415382908176	0.6081782745190519
MEX3D	0.0706930168352544	0.8445954997206537	0.32150550412161283
TCP11	0.4070645005373829	0.552878621138097	0.565827696969352
SPRY2	0.6201713011730532	0.6252712572474731	0.23412022463402676
RUNX2	0.5719666055391134	0.19328012709323814	0.7768554976351193
SPRED1	0.5409125915868835	0.8452933239605145	0.18536910949793495
IGFLR1	0.10941101647893899	1.037532085283769	0.5371399676644463
KCNIP4	0.3520774416905921	0.5597420332664127	0.30310056973930677
PGP	0.04968350107180874	0.7568740582683858	0.49684763688827915
OFD1	0.48222921508737654	0.6848319029854394	0.30091505386723566
CDC14A	0.8204424517338891	0.42333578192023363	0.33706230672683984
PPP6R1	0.3988262053530691	0.8220498741285341	0.051571482215153265
CPNE5	0.18292736391099917	0.6356044157098004	0.4926619685145101
ILDR1	0.8242648024955577	0.27628103433698203	0.32925314483988327
CCNF	0.18455313520124375	0.564914504285454	0.564711311657653
MAD2L1	0.4330007091817892	0.2461654685179936	0.4626486691684818
SNRNP70	0.8063625925865313	0.5873429715178541	0.3206854526990892
AGPAT1	0.33528650795155357	0.7842568900080638	0.43616398112066285
TRIM39	0.3844627304290301	0.6330160938338656	0.10520645466943632
SCN5A	0.10838004484047054	0.9353461200534456	0.2188486545261369
PHGDH	0.33363370375487444	0.34143340951484763	0.48445035752535226
CNOT3	0.7199888233771412	0.13457885077187992	0.6138418116492488
METTL4	0.5577826058845339	0.48136759966340553	0.4754524568875631
VMAC	0.5805089125049594	0.6638865293305508	0.24780764658924417
PANK4	0.5980154918532372	0.5108867123080002	0.39105850257324715
SERBP1	0.02227030604941618	0.8317656837055747	0.3315064126300737
NKX2-8	0.4833995316049988	0.5114765425753248	0.17620256399661785
EHMT1	0.5056432312132823	0.4365720399446744	0.39431482201748175
ST6GAL1	0.3524575945245429	0.6842222923650201	0.30799647998938323
GRIK2	0.5713383580071812	0.5569821443473897	0.4961263180558693
ANAPC2	0.3745866707437247	0.5982624324114625	0.4074816570272073
FNDC3B	0.48836698432011966	0.6115183555054678	0.3434100892083089
ZFYVE21	0.3634054130943158	0.584776084404377	0.12181480134388245
FBXL15	0.36664854463778507	0.3003048727961137	0.44999005403557113
GPRIN3	0.3431693416553611	0.6810236911246783	0.32092827185470174
AMD1	0.3688556201259432	0.6363315598995513	0.5416203469234614
FASTKD2	0.6157822159185832	2.4930537942730444e-20	0.6309585494578778
CRISP1	0.45288910627647644	0.4554438186633776	0.41037864108436956
ERMARD	0.1523292385406731	0.6046739897837986	0.3860115975234492
NXT2	0.3333847537996823	0.779107501774914	0.3795680756212286
RPUSD1	0.6680451128335494	0.15765983538859318	0.6778215544451962
MSRB1	0.24158663116367643	0.4481060773546325	0.7004324914520699
SUV39H1	0.4564833642756212	0.7243729964279547	0.21645007331425564
SYNGR3	0.3721484898801865	0.9400134545792512	0.2997024920634538
RGS11	0.5504060826299304	0.22509659663196094	0.716469690627467
PITPNM2	0.4462098034989103	0.7646953166229161	0.31378442560996317
TADA3	0.09222608681454111	0.8642085728078042	0.24937546891095788
PIM2	0.5119704225878249	0.5409003870172194	0.5550684889346292
STIL	0.2636932497468788	0.28906507813727017	0.5222587008283641
ACSBG2	0.5158377661900515	0.2254614389437161	0.5038558077699058
SWI5	0.49568171858395077	0.6711290970680421	0.3670582454656771
RAB8B	0.4891865312080294	0.4339465896577698	0.35759021745345293
EIF5B	0.37540405451879	0.6192845943294762	0.543563502491147
GRWD1	0.3148988541698839	0.2385925429017669	0.6232465953739008
LRRC47	0.6663316352575125	0.6973317219584426	0.11816614767094431
SPATA2	0.1605191536050623	1.280622557722574	5.6461659432771535e-18
NRD1	0.7721005834890938	0.3790721845508229	0.3827807380623179
SUCO	0.47615256979438025	0.4657883112246836	0.21520845587715945
PYROXD1	0.3946689320222666	0.2715120879239745	0.7409807838397753
BRPF1	0.22788318018576126	0.4943911931276293	0.47422285595840447
FAM109B	0.6233810469870416	0.38280423902049326	0.28748325463130125
AP2S1	0.32193393493903566	0.14679769116645125	0.906169687422925
ZCCHC14	0.48897818077124056	0.5408405953935598	0.6656278360071156
NXT1	4.0676830505372043e-20	0.4077780809892879	0.8011493775400266
TAZ	0.5744185526402652	0.0386469796042389	0.9348095395091306
MOGS	0.06991539970924195	0.23412073557014595	0.940083484473062
RANBP2	0.3301172608452414	0.6862003988954354	0.342814462286973
SMG9	0.5138582938295748	0.9422480356382967	0.05259037001426649
PPP6R3	0.3591859389429559	0.9275953447441996	0.3367116511103932
MTF1	0.3787825476038965	0.17930086369292414	0.8129407092369259
NUP188	0.37804436046306195	0.4182654867944035	0.7502963322767245
BAP1	1.194360965329014e-20	0.1613071541711344	0.6377744730987536
ZEB2	0.2681294586827624	0.644351503606717	0.4409788231031335
TGFB2	0.4192353031719712	0.7999139770430007	0.17659563866171607
NKX2-5	0.5624370061382348	0.8918854182903238	0.12022017047217576
NARS	0.33979249815363183	0.48449565489059854	0.3707387761795741
SRSF7	0.2529924922842695	0.24384606564486314	0.5678514292440575
YARS	0.3241396982404467	0.35592405321769605	0.6318075587752793
GIPC3	0.34819558446314386	0.24551771473341566	0.6526941588730002
IFNAR2	0.7252482734008369	0.6883991846049342	0.4261145224587149
EHMT2	0.16360598557759962	0.6433637884575868	0.2907220807554098
RPS26	0.41608980121186223	0.6148172533431928	0.4490968356720515
